date,Last Friday Night T G I F ,Party Rock Anthem,Moves Like Jagger,Super Bass,Lighters,How To Love,Give Me Everything,Pumped Up Kicks,I Wanna Go,Good Life,Tonight Tonight,Rolling In The Deep,Headlines,The Edge Of Glory,If I Die Young,I'm On One,Remind Me,Best Thing I Never Had,Stereo Hearts,Dirt Road Anthem,Knee Deep,Motivation,You Make Me Feel   ,Just A Kiss,Cheers Drink To That,Barefoot Blue Jean Night,Country Girl Shake It For Me,Where Them Girls At,Just Can't Get Enough,Rain Over Me,She Ain't You,E T ,You And Tequila,The Lazy Song,Every Teardrop Is A Waterfall,Otis,On The Floor,Honey Bee,It Girl,Marvins Room,The Show Goes On,Am I The Only One,Out Of My Head,Who Gon Stop Me,God Gave Me You,I'm Into You,Take A Back Road,Till The World Ends,Sure Thing,My Last,Someone Like You,Take Over Control,Mr  Saxobeat,Made In America,Love You Like A Love Song,Marvin & Chardonnay,Don't Wanna Go Home,Keep Your Head Up,I Love You This Big,Long Hot Summer,Love Done Gone,Better With The Lights Off,Pretty Girls,Hello,Just Fishin',Titanium,Baggage Claim,What You Want,Quickie,In The Dark,Here For A Good Time,Never Gonna Leave This Bed,Smile,Country Must Be Country Wide,Ni**as in Paris,Easy,Man Down,We Don't Get Down Like Y'all,Drunk On You,The Adventures Of Rain Dance Maggie,California King Bed,Skyscraper,Gucci Gucci,Sparks Fly,"Save Me, San Francisco",Don't Stop The Party,Faster,On My Level,Nothing,Till I'm Gone,Unusual,Walk,Booty Wurk One Cheek At A Time,Fish,One More Drinkin' Song,You And I,Mrs  Right,No Sleep,Rumour Has It,Old Alabama,Crazy Girl,Look At Me Now,Don't You Wanna Stay,Homeboy,Best Love Song,Right There,If Heaven Wasn't So Far Away,Under And Over It,Lights,Ships In The Night,Set Fire To The Rain,John,Far Away,Oh My,Tomorrow,Mean,Who Says,Dirty Dancer,Novacane,I Smile,F**kin' Perfect,F**k You Forget You,Up All Night,Outlaw,Racks,Ballin',The Story Of Us,Hustle Hard,Blow,Firework,For The First Time,You Lie,What If,Watch Me,Country Song,Run The World Girls,Roll Up,S&M,Iridescent,Without You,Work Out,I Wouldn't Be A Man,Stitch By Stitch,Taboo,Donald Trump,Inventing Shadows,Man In The Mirror,I Won't Back Down,Written In The Stars,Little Bad Girl,Beautiful,Afraid To Sleep,Heartless,Shake Senora,Losing My Religion,Moving To Mars,Backseat,Major Minus,High,Fix You,Down On Me,Born This Way,Dog Days Are Over,Best Friend's Brother,Heart Like Mine,The Man Who Can't Be Moved,Next To You,So In Love,Price Tag,All Of The Lights,Just The Way You Are,Angel,Today Is Your Day,Jolene,I Need A Doctor,Black Horse And The Cherry Tree,The Cave,See No More,Monster,I Won't Let Go,Pause,Bleed Red,Somewhere Else,Judas,Bow Chicka Wow Wow,Bang Bang Bang,Not Over You,You,Did It On'em,Teenage Daughters,Grenade,International Love,Like My Mother Does,Colder Weather,1+1,Danza Kuduro,Cat Daddy,Sing,It Feels So Good,Light Up The World,Pretending,For Good,Rise Above 1,What The Hell,Marry The Night,"I Love New York / New York, New York",Live A Little,As Long As You're There,I Do,Rope,Hair,Moment 4 Life,A Little Bit Stronger,Pure Imagination,I Can't Love You Back,Back To Black,9 Piece,Boyfriend,My Man,Look It Up,Bring It Back,Jack Sparrow,Love Faces
2011-06-20,19,71,0,55,54,51,70,18,26,71,59,54,19,39,41,45,62,12,12,68,47,85,27,31,3,41,40,38,47,3,55,72,68,70,20,12,51,54,57,48,76,50,49,0,20,51,18,43,46,80,26,62,63,45,19,24,57,63,12,23,51,80,49,79,35,75,29,56,36,64,36,60,86,19,0,92,30,0,22,1,75,4,72,14,0,61,75,68,60,5,89,72,0,79,25,41,4,43,52,51,53,53,49,64,50,61,38,0,71,7,57,85,35,72,20,85,70,17,51,69,30,0,5,75,68,77,28,31,65,13,78,65,88,45,81,25,61,40,31,81,97,31,3,69,8,0,20,17,63,2,90,4,27,38,21,0,38,4,77,43,58,23,16,51,42,61,68,92,57,44,54,87,25,51,52,49,71,13,83,36,76,43,58,17,23,62,47,82,0,46,52,37,5,37,64,67,70,77,31,15,29,89,6,62,7,0,54,0,92,80,83,23,45,11,58,4,31,67,83,40,28,31,50
2011-06-21,19,68,15,57,43,52,72,17,26,70,59,50,19,33,41,59,66,14,14,60,58,85,28,33,1,40,50,33,38,2,39,72,68,69,26,13,50,62,61,44,67,40,48,0,18,57,55,48,51,86,28,60,74,50,25,24,57,67,14,13,43,73,59,80,32,75,25,54,39,65,79,70,84,45,0,90,30,0,27,2,79,5,70,11,0,52,74,51,63,5,75,71,0,80,38,45,6,43,35,23,53,52,42,74,48,62,89,6,71,7,59,83,38,78,23,88,77,22,54,65,45,0,4,81,64,65,23,39,68,13,68,72,92,44,83,23,56,40,23,82,90,62,6,63,7,0,28,7,56,3,90,0,31,63,18,0,46,1,76,47,59,24,17,56,51,15,53,67,58,39,57,88,30,40,48,57,76,17,85,42,88,48,52,17,34,64,53,82,47,37,53,64,7,65,62,69,55,80,19,19,21,95,3,60,7,0,54,36,96,79,84,32,40,8,34,4,39,67,73,30,43,27,38
2011-06-22,0,67,45,58,42,55,70,17,100,72,60,54,21,32,35,57,71,12,13,58,48,82,24,30,3,55,35,33,49,2,46,67,72,71,23,12,51,100,59,50,63,65,67,0,23,57,51,55,54,88,27,57,67,67,30,16,76,70,16,20,41,60,72,83,33,68,36,91,32,64,33,67,87,52,0,89,30,0,14,2,75,5,69,10,0,55,72,55,67,12,88,71,0,80,39,43,3,54,51,42,59,55,40,81,51,69,39,0,75,7,57,84,42,83,21,91,74,42,54,63,8,0,4,65,65,70,22,32,64,13,68,72,93,48,77,22,67,37,30,81,84,63,1,71,6,0,24,11,61,17,88,0,40,72,100,10,40,9,77,100,54,22,100,68,37,94,48,73,62,48,56,86,32,45,42,72,72,14,82,52,82,39,57,17,30,66,49,83,0,43,52,54,6,48,63,63,60,87,34,24,20,96,10,58,8,0,37,0,94,79,87,32,34,6,20,3,31,68,74,40,43,28,54
2011-06-23,0,72,39,64,48,54,72,19,89,67,69,59,20,31,50,62,73,13,17,61,52,90,29,28,2,47,41,37,49,5,48,77,78,76,24,14,53,82,57,39,75,50,39,0,16,53,59,53,67,90,29,60,72,56,33,9,75,52,13,25,24,87,62,83,38,74,21,66,39,67,54,87,89,27,0,84,30,4,26,2,75,3,77,14,27,65,78,81,66,13,82,75,83,81,14,44,5,45,57,43,64,61,68,78,53,68,14,2,73,0,63,89,39,80,25,92,78,46,61,79,24,0,4,74,63,72,25,46,67,14,72,69,97,44,84,24,63,37,33,84,85,44,3,72,7,0,24,11,63,18,87,0,37,78,55,15,52,53,77,81,62,24,69,66,54,70,54,87,64,46,57,87,33,49,42,15,69,15,88,54,90,47,63,18,35,65,49,87,0,79,61,35,6,64,65,66,71,80,40,10,20,94,7,63,6,0,58,19,94,83,91,33,42,6,42,3,34,73,75,40,39,26,72
2011-06-24,0,84,27,65,42,53,84,21,82,67,65,64,15,33,44,64,74,13,18,66,74,73,28,33,1,64,43,33,43,5,50,72,77,75,25,13,53,72,61,37,72,75,40,0,21,53,57,56,55,78,29,51,71,40,83,26,80,67,14,8,31,49,58,82,22,68,15,62,38,67,62,89,88,34,0,82,31,4,23,2,75,4,67,12,0,50,76,51,67,13,71,75,0,81,14,43,8,61,57,48,53,59,61,63,56,62,34,2,71,4,67,82,41,78,21,86,78,79,42,73,41,81,5,71,65,72,25,35,67,15,75,73,89,51,83,29,63,44,37,80,78,33,4,83,7,0,31,11,55,17,87,0,28,49,36,72,43,92,74,65,66,24,45,44,36,82,55,78,65,46,58,87,24,42,47,8,67,15,83,52,90,51,45,17,42,66,41,88,50,45,55,42,5,35,63,73,77,78,27,17,25,90,0,55,5,0,78,0,89,91,86,35,37,19,32,3,82,69,86,48,49,25,36
2011-06-25,50,93,25,75,51,57,93,24,60,83,80,62,17,33,48,60,61,14,21,73,54,58,42,29,0,54,79,40,50,5,53,79,76,95,31,11,61,63,76,39,58,96,58,0,30,75,51,53,53,92,30,78,99,50,100,47,86,72,13,16,26,80,53,93,73,79,20,55,51,80,47,84,86,33,0,80,34,0,11,0,90,3,78,15,0,73,92,90,74,20,73,85,0,89,17,46,2,59,14,52,61,63,41,67,61,84,66,5,79,9,56,84,43,92,22,77,96,100,55,82,30,0,5,79,66,92,26,49,74,19,79,78,87,58,95,26,62,42,49,82,72,13,2,95,6,0,79,5,70,24,95,0,31,50,39,80,45,84,68,78,73,25,38,59,33,100,65,87,81,40,72,95,35,53,56,18,94,18,90,41,74,44,45,19,41,77,48,95,0,42,65,54,6,49,70,93,78,87,23,21,22,93,9,68,8,0,71,0,94,87,91,30,42,7,19,4,100,81,91,68,72,32,54
2011-06-26,0,93,26,70,53,59,87,20,47,75,74,62,16,31,38,72,61,18,18,73,68,65,36,34,3,50,83,38,51,7,44,80,61,88,39,11,61,73,75,34,77,56,44,0,21,64,76,56,61,88,31,81,85,59,100,37,90,49,19,14,11,55,74,93,31,72,26,68,31,71,57,61,82,59,0,82,32,0,18,1,93,5,80,14,33,62,86,84,75,11,77,86,0,95,0,46,4,48,47,40,57,63,52,74,47,88,68,8,75,4,75,85,42,96,24,85,100,79,51,69,20,0,4,82,74,65,28,48,72,21,89,82,91,58,89,24,58,50,42,86,75,14,3,89,7,0,66,14,52,19,96,5,36,84,42,100,61,100,68,76,68,24,29,48,34,81,55,71,73,48,65,95,57,42,52,47,87,25,90,56,80,45,55,18,29,74,50,95,0,80,63,65,5,61,77,84,95,85,33,15,20,96,4,68,6,0,91,0,96,94,84,33,66,15,19,3,88,82,83,59,42,34,50
2011-06-27,20,70,19,60,43,49,73,25,36,70,57,49,20,28,46,100,61,22,19,60,69,100,21,36,0,48,57,35,44,4,58,73,54,64,28,12,48,63,60,32,52,41,59,0,26,59,32,41,52,87,26,60,70,85,80,12,61,65,17,16,38,69,54,75,27,67,24,50,41,63,44,65,79,45,0,91,29,0,33,1,77,4,63,15,26,50,73,57,62,9,85,74,0,79,13,40,2,42,32,51,46,61,50,72,48,61,58,2,70,7,62,82,41,70,23,84,74,69,36,74,0,0,4,73,67,73,20,100,62,16,72,74,89,43,71,20,52,41,42,81,74,73,4,70,6,0,31,14,50,23,81,4,22,59,31,47,39,48,75,59,58,19,29,50,40,89,49,79,55,30,54,84,23,42,39,7,73,23,84,39,81,30,42,14,36,61,55,83,0,33,49,45,5,35,67,73,65,80,39,19,25,92,7,60,5,0,62,9,93,85,82,33,54,9,45,3,68,75,74,43,53,21,99
2011-06-28,19,68,17,60,43,53,69,19,39,77,59,50,17,25,43,82,68,23,11,67,56,87,23,45,1,64,55,59,31,3,51,72,72,75,26,12,47,65,62,100,56,49,51,0,23,52,46,47,55,80,27,53,60,87,72,48,72,52,16,16,40,66,52,78,21,74,12,49,36,68,98,61,86,32,0,94,29,0,14,1,77,4,72,17,51,45,71,57,64,8,92,69,0,79,13,42,3,50,36,32,56,53,25,62,51,68,26,2,71,7,59,88,40,76,22,87,74,49,44,64,23,0,4,67,67,66,28,61,68,18,76,72,95,47,77,30,55,34,43,80,82,73,6,67,6,0,33,7,51,28,82,0,25,54,28,33,45,29,71,61,56,18,21,35,57,66,49,74,63,36,60,87,28,47,39,21,71,22,81,32,79,32,42,15,26,64,49,82,0,42,52,49,5,41,64,69,52,75,20,20,21,95,0,53,5,0,62,0,95,87,87,28,49,9,20,2,73,75,75,39,47,23,64
2011-06-29,0,67,15,58,45,50,74,19,38,73,63,55,21,22,47,74,72,27,16,52,53,87,36,45,2,33,45,75,40,4,51,67,68,79,49,13,45,62,53,75,52,58,66,0,17,51,44,45,51,85,26,63,75,46,59,24,70,53,15,25,41,56,56,81,21,69,22,57,39,74,84,62,84,32,0,88,30,0,25,2,76,4,67,14,0,48,74,62,61,11,88,70,0,84,26,41,18,54,32,36,51,55,46,64,44,67,52,0,70,7,59,84,34,79,26,88,73,50,43,63,23,0,4,65,68,60,22,60,65,20,71,76,89,48,67,29,54,35,55,81,79,10,100,74,7,100,100,100,54,30,83,100,36,79,32,41,39,24,71,72,58,18,29,53,37,62,50,57,61,34,54,84,36,34,46,22,70,38,81,45,90,30,35,15,31,63,56,84,0,23,53,40,5,49,65,72,65,83,25,22,20,91,7,53,3,0,26,9,95,80,87,28,36,7,15,3,65,70,68,49,39,23,57
2011-06-30,20,72,18,61,49,50,73,23,33,78,64,52,19,25,42,65,72,25,16,62,73,84,32,40,1,57,42,74,34,5,45,70,62,75,53,12,47,70,54,65,61,50,88,0,21,53,59,48,50,79,27,72,68,60,64,21,68,60,12,29,38,64,70,80,30,70,18,50,45,70,63,69,79,20,0,92,30,48,11,5,79,4,67,17,26,67,67,76,67,43,85,69,0,77,26,42,44,48,51,28,53,52,44,73,56,64,26,4,69,7,66,77,36,76,22,86,79,46,30,60,47,0,4,59,65,60,22,52,66,24,76,76,88,44,75,28,60,33,65,72,80,11,81,75,6,73,63,58,58,31,81,60,48,57,32,25,28,23,70,68,54,18,24,39,52,55,44,63,59,39,59,85,31,48,41,15,68,100,82,35,79,37,36,15,34,66,85,84,0,53,54,41,4,53,67,77,56,84,31,18,24,88,7,48,6,0,41,0,92,70,89,29,31,5,45,2,53,71,69,53,45,23,60
2011-07-01,0,79,18,61,49,54,88,29,39,67,69,53,17,27,54,79,61,28,18,66,71,70,37,46,2,64,48,72,39,6,53,66,53,86,58,11,52,62,63,56,48,80,91,0,19,63,45,51,49,86,24,67,80,69,71,43,73,63,18,23,44,83,59,81,19,71,27,48,44,76,47,74,80,62,0,82,36,55,24,2,82,4,70,15,27,72,73,73,65,92,73,73,0,79,83,37,23,52,65,28,54,56,31,51,61,67,90,2,67,4,65,75,40,84,21,76,88,53,33,60,25,0,4,72,58,69,27,51,66,33,61,71,84,46,81,29,53,36,62,78,69,22,57,72,6,29,41,38,59,28,83,36,29,47,27,24,32,29,67,60,53,19,23,46,61,62,48,78,60,45,54,85,27,43,43,31,69,62,80,55,89,41,38,16,36,64,65,84,0,40,52,36,3,46,75,86,53,81,36,22,28,83,7,53,5,0,79,0,88,85,84,35,60,9,32,2,54,67,74,36,40,23,75
2011-07-02,26,90,19,72,51,59,100,25,39,78,94,59,18,31,46,72,68,25,18,67,93,55,36,43,4,70,67,87,42,7,63,66,74,95,49,10,60,71,59,57,56,65,81,0,29,68,68,49,49,84,31,63,74,78,72,53,99,56,17,29,61,69,74,100,36,66,23,55,36,82,39,82,87,59,0,85,38,100,15,4,88,4,76,11,0,72,80,69,69,100,83,78,0,86,0,44,22,60,43,19,44,64,46,82,60,85,34,0,78,9,68,77,47,89,21,73,96,64,42,64,10,0,5,69,75,79,25,60,74,49,84,80,84,62,79,44,61,43,71,82,62,14,51,97,7,23,31,70,63,38,97,30,39,70,30,25,40,20,64,68,66,23,29,48,15,31,45,78,68,42,74,92,34,42,48,9,94,73,87,56,75,29,37,18,37,73,56,95,0,49,65,37,6,42,75,97,53,86,26,34,34,87,4,60,5,0,39,12,93,86,87,30,42,10,13,3,66,83,84,36,50,28,73
2011-07-03,0,90,22,65,46,55,94,21,35,77,81,57,19,32,56,73,62,26,19,65,73,66,36,34,0,73,62,82,39,7,43,72,56,93,44,11,55,66,62,53,58,78,88,0,22,59,55,51,56,90,34,83,84,62,67,43,100,58,11,17,46,70,73,91,63,69,8,57,36,82,63,63,86,42,0,87,37,21,29,3,88,4,77,14,33,68,85,63,74,93,82,82,0,90,0,42,22,51,47,28,50,62,60,72,57,89,25,0,78,4,74,80,49,91,20,76,88,55,51,64,40,0,6,75,68,82,29,45,70,69,65,82,90,62,85,31,61,34,100,91,67,96,29,96,6,27,43,37,63,26,95,15,36,87,33,22,65,10,63,61,65,24,25,51,46,41,53,73,66,43,69,94,28,47,49,38,96,81,87,42,79,48,28,17,30,73,76,97,0,49,60,52,4,50,70,97,65,86,31,24,20,93,4,66,6,0,72,12,93,97,81,34,46,12,26,3,73,85,80,48,54,30,60
2011-07-04,21,74,15,56,50,51,77,20,34,71,66,47,23,27,42,60,59,23,15,56,50,79,40,32,0,43,41,72,31,5,42,72,57,72,45,10,45,42,61,43,59,48,50,0,25,60,42,44,38,73,26,48,76,91,59,23,62,58,9,29,22,72,60,79,32,68,12,45,49,70,47,62,81,48,0,93,28,21,21,2,79,10,75,10,0,61,63,60,65,76,85,70,0,80,27,41,13,49,42,34,52,49,45,60,50,70,69,0,67,11,57,77,44,76,21,75,74,51,43,53,24,0,4,65,68,50,26,41,63,100,59,71,82,52,72,22,48,34,79,71,69,100,25,73,6,11,27,42,47,26,84,8,26,70,27,13,37,12,62,54,47,18,19,40,28,58,48,58,56,36,53,82,39,43,37,30,73,51,79,20,72,26,37,14,26,65,52,82,0,50,49,41,3,25,67,76,49,81,27,22,24,82,3,44,5,0,51,10,83,82,75,24,34,12,48,2,47,68,64,21,38,27,51
2011-07-05,40,70,16,53,43,48,73,23,34,68,64,44,22,24,47,62,62,24,12,49,51,77,25,39,0,60,46,65,31,5,37,66,67,71,36,11,42,49,55,35,48,37,87,0,22,45,50,37,44,78,26,67,65,53,59,33,73,49,12,39,21,66,71,74,21,66,16,51,35,67,41,59,82,26,0,88,29,24,17,2,74,9,67,14,51,65,67,48,66,70,72,70,0,75,13,37,17,47,36,28,56,45,36,56,46,67,59,0,69,3,60,81,40,77,20,82,68,42,35,63,23,0,4,58,64,49,23,49,64,66,65,67,89,49,69,23,58,34,69,73,79,74,19,71,6,9,33,22,52,21,83,15,25,59,22,13,37,9,70,54,46,19,27,32,59,43,43,64,52,33,55,84,40,36,34,29,67,43,82,15,90,25,25,13,20,60,51,80,0,38,47,37,4,39,65,75,42,75,24,18,20,85,7,40,4,0,33,0,88,83,78,23,40,9,30,2,53,70,71,41,41,21,39
2011-07-06,0,72,15,62,50,54,75,26,28,76,61,54,21,28,44,62,64,22,21,62,63,84,34,48,1,58,27,60,34,8,48,67,66,77,33,14,44,56,59,44,52,48,61,0,41,55,67,40,45,83,28,63,61,51,62,52,68,68,12,48,39,73,59,78,37,74,26,53,58,66,49,52,84,46,0,91,31,0,34,1,76,6,71,16,52,46,74,63,64,64,79,74,0,82,39,44,21,56,26,31,51,48,40,68,50,69,53,6,76,10,60,79,41,76,22,89,68,43,37,70,31,0,4,67,63,66,28,39,63,16,64,75,92,50,73,21,51,33,71,74,85,96,15,74,7,16,28,44,51,20,84,15,28,54,16,11,39,13,75,74,58,17,20,31,41,55,48,68,54,33,56,86,32,43,35,22,72,42,85,33,95,31,43,13,24,61,73,81,0,43,49,53,5,49,65,76,44,77,9,13,20,91,0,46,3,0,41,19,95,93,86,33,33,5,25,2,39,72,80,39,51,24,64
2011-07-07,0,75,17,58,47,55,74,24,34,80,61,56,23,25,56,66,78,24,17,54,63,81,33,40,2,48,55,56,36,8,59,71,75,68,34,15,45,67,58,41,65,46,62,1,58,55,62,44,58,92,31,67,63,63,60,34,73,75,18,30,36,60,67,78,19,67,16,53,40,64,49,70,77,53,0,89,30,12,20,2,79,6,80,17,26,47,76,68,65,54,77,73,81,78,0,45,29,58,52,36,58,53,36,70,49,69,40,4,69,14,70,85,41,80,24,89,69,41,30,78,16,79,5,63,66,66,23,50,66,13,76,74,94,48,71,21,50,32,69,82,73,64,14,68,7,10,29,33,51,25,86,12,29,65,20,11,37,12,75,58,53,17,25,40,69,48,51,63,55,32,57,88,16,42,40,22,59,45,86,46,96,40,54,13,32,61,50,85,0,19,53,41,4,54,63,85,59,76,33,9,20,90,10,51,5,0,57,0,95,83,89,28,47,9,20,2,52,71,73,47,41,25,57
2011-07-08,0,78,16,63,49,55,79,32,33,73,69,58,25,26,54,61,62,87,19,69,54,70,36,40,1,60,59,72,36,6,46,58,53,77,32,17,48,61,60,40,54,69,83,0,58,58,70,40,50,92,28,68,66,57,72,47,74,47,13,49,40,65,67,82,39,70,10,50,44,69,59,68,83,21,0,86,29,26,24,2,86,7,78,12,0,70,77,68,66,45,73,79,0,83,14,40,25,52,42,40,74,57,53,80,48,64,28,0,71,4,66,80,40,86,22,88,76,48,50,76,16,82,3,44,70,61,20,59,68,12,79,73,88,50,75,30,55,35,61,86,73,56,21,71,7,12,30,31,38,30,85,0,27,57,18,13,35,13,70,55,51,17,25,42,43,87,52,76,54,36,56,86,32,55,35,8,68,49,84,64,82,37,26,14,22,63,54,88,0,50,52,31,4,55,65,83,61,84,29,16,20,91,11,51,4,0,35,0,95,86,88,34,48,6,16,3,42,70,78,26,37,24,61
2011-07-09,26,100,23,78,63,60,100,30,42,83,79,63,20,32,55,71,73,100,18,69,61,59,42,50,3,65,67,85,42,7,55,69,73,97,35,13,57,53,72,42,60,65,79,0,36,64,37,51,53,82,32,86,80,54,71,29,72,66,12,39,38,91,86,94,47,70,8,52,71,96,78,78,82,42,0,86,34,21,33,0,86,7,89,15,100,77,85,81,70,56,76,84,0,91,17,45,37,62,57,42,65,60,46,82,74,100,26,0,84,5,77,84,43,89,21,81,85,50,48,74,40,0,4,79,74,81,30,57,78,14,86,87,92,63,100,37,53,43,77,86,72,69,19,97,8,5,40,47,60,36,100,0,30,47,37,17,55,15,69,72,64,21,34,46,57,36,58,92,69,41,67,97,34,50,42,19,100,43,91,37,70,21,42,15,35,73,42,97,0,49,58,51,2,34,69,93,54,85,43,15,22,95,4,49,6,0,63,24,98,95,91,27,34,8,33,2,47,77,76,34,51,27,71
2011-07-10,0,92,21,72,62,58,83,33,37,89,70,60,17,27,56,68,69,86,18,55,68,67,41,40,1,65,67,70,41,6,37,66,72,82,41,9,55,58,66,39,65,67,75,0,26,69,40,49,55,92,35,78,87,52,69,53,89,50,16,34,34,91,69,91,32,70,18,60,55,100,68,67,86,51,0,92,35,21,26,3,92,7,84,21,0,79,84,82,77,58,90,86,0,100,51,48,35,44,47,17,58,60,51,67,62,66,17,0,78,9,64,85,46,96,20,87,74,54,50,89,10,0,4,59,75,89,29,59,80,14,87,86,97,76,87,23,58,36,82,88,72,27,26,89,6,8,30,33,52,25,93,5,29,87,22,9,50,7,69,63,80,21,23,59,30,56,56,89,68,37,58,94,26,47,44,19,79,43,89,42,79,45,23,14,34,72,61,99,0,49,61,46,4,42,76,92,61,84,50,14,23,97,9,56,4,0,48,24,97,96,88,26,52,8,26,3,63,93,87,65,49,28,83
2011-07-11,20,71,17,59,53,53,70,24,33,78,58,52,23,22,45,65,60,49,16,53,55,76,29,36,1,64,37,62,25,7,45,69,68,66,28,14,40,55,55,30,51,73,79,0,44,46,45,37,51,86,27,60,65,57,61,37,55,67,13,29,29,63,54,76,9,73,18,56,50,74,63,65,81,58,0,90,31,24,17,2,69,10,72,11,0,52,79,66,65,45,75,71,0,80,0,43,19,45,68,46,47,48,67,53,50,66,72,4,71,3,71,81,34,71,21,84,65,40,47,67,15,0,5,64,62,100,18,52,61,10,72,61,90,54,74,22,49,34,63,72,80,42,17,65,6,8,24,39,51,25,83,11,27,43,21,10,28,8,73,69,53,19,14,39,32,39,50,57,53,28,52,87,20,43,38,14,62,39,88,26,80,33,32,12,24,60,57,83,0,28,50,39,2,38,64,72,61,74,22,9,17,91,10,44,3,0,55,0,93,91,84,25,35,12,30,2,35,75,75,28,32,24,54
2011-07-12,19,68,18,61,51,51,69,27,30,68,61,55,22,25,47,61,66,45,13,52,51,78,31,39,3,49,51,58,26,7,44,66,59,62,29,15,43,65,60,32,47,46,79,0,54,58,42,39,45,78,28,51,59,72,61,25,56,57,15,24,23,70,75,79,18,70,16,59,51,73,55,56,79,25,0,91,28,24,11,2,67,74,73,15,0,52,78,58,63,54,75,70,0,79,25,42,22,54,39,31,66,50,42,56,58,67,32,2,72,3,60,82,42,76,21,89,62,38,36,64,38,0,5,65,64,82,21,35,62,11,79,67,94,51,73,20,49,36,61,74,80,62,13,59,6,5,30,14,51,22,80,7,31,50,19,13,28,11,74,55,55,16,21,39,17,50,57,67,54,29,50,87,31,50,32,28,64,31,88,40,77,18,31,12,17,59,64,81,0,9,50,35,2,28,64,78,51,77,25,8,22,91,6,45,5,0,55,0,92,80,89,22,46,3,30,2,38,72,79,44,27,21,30
2011-07-13,0,72,14,64,49,52,67,27,36,77,60,60,32,25,53,53,72,42,18,55,61,65,30,39,1,60,45,63,24,6,43,71,66,60,29,15,39,60,56,44,43,67,60,0,48,53,47,38,88,80,28,45,62,73,63,40,63,67,14,46,41,55,72,76,9,78,28,54,43,77,63,57,80,52,0,94,32,12,8,5,74,74,79,13,25,51,76,61,63,58,74,71,0,82,52,41,25,48,47,22,61,50,50,74,50,65,20,2,73,3,71,80,41,71,21,91,64,41,34,65,15,0,11,61,79,61,17,40,61,10,73,72,91,56,72,19,50,29,50,86,78,42,22,69,8,9,29,36,36,30,83,0,25,69,24,11,32,11,73,44,47,17,19,40,44,35,51,74,56,33,53,89,32,43,28,29,69,30,87,30,95,20,57,12,30,61,51,84,0,38,50,35,4,40,63,73,61,76,24,8,18,90,13,42,4,21,70,0,95,94,85,23,43,10,40,2,47,73,73,42,36,22,42
2011-07-14,0,73,21,68,53,56,64,30,33,76,63,63,25,23,57,65,68,43,20,52,61,58,36,35,0,65,47,64,30,7,42,62,79,73,27,12,43,53,58,45,55,38,82,0,55,52,39,34,100,82,31,61,70,57,58,19,64,55,17,27,52,66,67,79,19,77,18,53,52,75,31,58,82,34,0,95,30,8,23,15,76,100,86,16,26,59,80,80,68,43,74,74,0,83,40,41,34,48,41,32,48,46,44,66,39,73,47,11,73,4,61,79,44,81,23,90,61,45,43,71,16,80,31,63,77,73,21,48,68,10,69,66,94,55,84,26,52,30,72,77,76,0,13,65,7,4,25,7,38,38,84,4,27,37,24,7,32,12,74,58,58,18,19,39,39,32,46,80,53,35,61,93,25,41,35,22,71,33,89,38,78,21,48,12,22,64,67,86,0,24,52,48,5,33,66,74,57,77,23,16,15,93,7,52,3,0,61,9,93,82,88,31,39,6,31,3,36,74,79,46,30,23,62
2011-07-15,0,83,22,69,60,53,77,35,37,75,72,63,18,26,48,70,71,36,19,70,55,58,34,35,3,84,62,63,32,8,37,70,68,77,27,13,47,52,65,42,45,70,72,0,42,60,59,36,85,84,30,76,66,56,64,20,57,48,23,42,38,91,58,82,29,75,15,58,48,82,96,56,85,35,0,89,31,4,37,19,73,68,85,11,83,67,77,65,65,42,75,76,0,83,56,44,54,55,39,41,53,52,62,68,58,80,57,2,78,0,70,79,50,77,23,90,63,40,40,78,17,0,100,66,74,68,29,51,68,12,62,70,90,60,84,15,50,31,52,76,70,11,10,70,6,6,21,19,48,43,83,4,25,75,24,5,37,8,73,46,56,17,18,41,38,51,50,67,61,33,61,87,25,43,41,23,68,31,84,37,83,35,46,12,25,66,63,89,0,10,55,28,3,35,67,79,47,77,24,11,16,88,18,55,5,22,64,10,92,81,87,31,39,9,22,2,55,73,77,48,34,23,44
2011-07-16,0,91,24,74,67,57,92,40,39,84,79,69,17,28,56,76,65,42,22,63,82,57,40,45,0,100,40,80,48,9,44,63,66,88,35,11,56,58,65,46,56,81,81,0,56,61,46,47,73,85,33,68,78,41,78,38,77,60,17,41,77,58,81,92,28,69,33,58,44,88,63,73,89,42,0,86,35,11,11,51,85,71,90,20,33,54,99,74,76,50,82,83,0,93,17,45,35,58,47,42,60,55,42,78,62,77,51,5,100,4,77,82,48,90,24,81,70,42,36,69,10,0,47,64,86,68,23,55,79,12,78,86,93,79,86,23,48,35,57,84,71,14,13,90,6,3,25,14,49,51,93,15,26,50,33,6,44,15,71,59,61,21,20,40,50,66,59,73,66,47,63,95,28,54,43,47,97,31,92,42,80,29,42,13,27,75,56,95,0,19,58,37,3,34,68,97,63,87,29,22,26,95,0,53,4,0,43,0,95,81,91,33,56,10,20,3,66,80,86,46,41,29,43
