date,WAP,Laugh Now Cry Later,Rockstar,Blinding Lights,Whats Poppin,7 Summers,Watermelon Sugar,Roses,Savage Love (Laxed   Siren Beat),I Hope,Go Crazy,Before You Go,Break My Heart,Midnight Sky,Adore You,Circles,For The Night,Come & Go,Mood Swings,Savage,Popstar,Rags2Riches,Death Bed,Blueberry Faygo,Die From A Broken Heart,Mood,Don't Start Now,The Woo,The Bones,One Margarita,Life Is Good,Wishing Well,Cardigan,Be Like That,Smile,Chasin' You,Intentions,We Paid,Cool Again,Party Girl,Tap In,Girls In The Hood,Say So,Rain On Me,Emotionally Scarred,Got What I Got,The Box,If The World Was Ending,Nobody's Love,Why We Drink,The Bigger Picture,One Of Them Girls,Lovin' On You,My Future,I Love My Country,Like That,Be A Light,Kacey Talk,Said Sum,Greece,Heather,More Than My Hometown,Done,Bluebird,I Should Probably Go To Bed,Lemonade,The 1,Un Dia (One Day),Bang,God Whispered Your Name,24,Toosie Slide,Breaking Me,One Beer,Girl Of My Dreams,Kings & Queens,Pretty Heart,I Called Mama,Dollaz On My Head,One Night Standards,ily,Exile,Martin & Gina,Happy Anywhere,Got It On Me,Some Girls,Mamacita,After Party,3 Headed Goat,Stuck With U,Conversations,Caramelo,Hate The Other Side,La Jeepeta,Bitch From da Souf,Righteous,Past Life,Something Special,21,Lonely If You Are,Hard To Forget,Supalonely,Letter From Houston,One Big Country Song,My Ex's Best Friend,Don't Rush,Freestyle,Need It,Life's A Mess,Move Ya Hips,Be Kind,Falling,Walk Em Down,The Last Great American Dynasty,My Tears Ricochet,August,Invisible String,Betty,No Dribble,Mirrorball,Blood On My Jeans,Lion King On Ice,Seven,This Is Me Trying,Illicit Affairs,Mad Woman,The Climb Back,Epiphany,Peace,Hoax,Go,Perfect,Sunday Best,Titanic,Stay High,Bad Energy,The Scotts,Tell Me U Luv Me,Up Up And Away,Fighting Demons,B S ,Does To Me,Man Of The Year,Can't Die,Chicago Freestyle,Flex,Screw Juice,Enjoy Yourself,The Adventures Of Moon Man & Slim Shady,I Want It,Gangstas,Let It Go,My Affection,Aim For The Moon,Beer Can't Fix,Here And Now,44 Bulldog,Gooba,Dior,High Fashion,Yea Yea,Make It Rain,What You Know Bout Love,Snitchin,Bad Bitch From Tokyo (),Creature,West Coast Shit,Pussy Fairy,Wash Us In The Blood,Diana,Tunnel Vision (Outro),Trollz,After A Few,How You Like That,Yo Perreo Sola,In Between,YaYa,Memories,Nobody But You,Hot Girl Bummer,Black Parade,Know My Rights,Daisies,Grace,Believe It,In Your Eyes,Do It,Stick That In Your Country Song,My Truck,X,Shotta Flow 5,I Hope You're Happy Now,Everything I Wanted,Snow On Tha Bluff,Bleed,Tommy Lee,Level Of Concern,One Shot,Need Me,All In,July,Heartless,Ride It ,Otherside Of America,Drinking Alone,Deep End Freestyle,The Man Who Loves You The Most,My Oh My,Dance Monkey,Out West,Sour Candy,Turks,Cooler Than A Bitch,That Way,Hard Days,Catch,Trillionaire,Worldwide Beautiful,Stupid Love,TKN,Godzilla,T D,Alice,Hasta Que Dios Diga,Lose Somebody,Sigues Con El,Solitaires,RITMO (Bad Boys For Life),Sum 2 Prove,Top Floor,Wunna,Blindfold,SkyBox,Argentina,Met Gala,Daechwita,Nasty Girl / On Camera,MOTW,Gimmick,Go Stupid,Be Something,Feigning
2020-07-02,13,1,23,58,50,0,27,61,44,77,53,75,71,1,64,70,70,12,31,80,13,11,57,65,35,65,35,41,64,35,65,20,24,49,83,39,54,85,26,80,54,25,34,7,70,100,83,44,0,81,17,56,26,9,42,40,60,0,63,55,45,41,83,85,0,100,68,2,74,57,54,19,69,60,41,69,58,3,13,61,58,31,9,2,33,76,41,66,42,10,66,54,1,66,62,63,32,40,25,46,51,69,1,74,0,25,60,74,1,0,56,79,67,0,0,24,1,25,0,0,2,0,60,1,0,7,1,22,71,60,74,78,33,26,48,36,25,18,45,8,67,88,35,31,21,93,2,40,0,80,18,67,20,9,0,35,9,13,75,76,68,30,0,36,6,73,0,66,20,35,0,10,75,27,54,60,29,68,47,67,9,49,22,45,69,65,75,8,94,61,19,18,51,1,84,45,22,80,86,79,32,67,65,6,40,34,14,79,58,38,8,51,13,55,61,83,8,12,26,24,59,81,63,16,28,52,21,18,65,41,3,54,74,81,9,4,30,25,55,77,63,21
2020-07-03,13,0,21,64,49,1,28,60,46,80,54,76,79,1,82,70,88,12,44,80,9,26,69,74,39,69,42,100,63,42,74,21,24,55,78,29,53,94,18,84,64,26,34,7,51,84,82,42,3,53,20,32,27,8,53,40,59,0,57,57,46,27,82,83,0,97,66,0,73,39,55,21,76,75,67,42,50,2,35,49,55,30,0,0,100,83,50,56,54,9,53,53,0,62,28,66,28,100,29,41,70,77,1,61,0,26,65,73,0,0,56,82,80,0,0,17,1,30,0,0,1,0,61,2,0,5,0,25,74,52,78,77,40,31,52,32,26,9,35,3,66,86,24,32,18,93,2,99,0,87,100,75,19,100,0,45,88,14,77,78,97,57,54,100,100,100,100,38,19,33,99,9,58,27,51,55,67,73,51,57,9,37,27,50,67,70,73,8,92,58,12,18,49,2,84,57,22,81,87,77,40,80,80,6,32,29,17,85,72,37,6,50,4,55,41,88,6,9,29,21,64,81,64,11,38,39,26,55,47,56,4,58,52,82,11,3,31,26,58,50,61,22
2020-07-04,15,1,21,65,50,0,28,65,51,67,52,78,95,1,70,65,88,0,57,91,13,29,64,75,48,76,48,99,61,52,88,24,24,56,80,59,59,98,26,80,63,21,38,10,68,76,85,50,0,66,18,36,31,8,92,43,51,0,58,56,47,56,90,78,0,98,66,0,78,71,51,27,92,85,47,66,49,5,14,44,63,33,10,0,95,71,50,68,60,11,64,56,0,75,32,75,32,83,27,68,69,87,1,42,0,24,61,72,1,0,51,87,59,0,0,12,1,28,0,0,2,0,64,1,0,10,1,26,73,45,78,79,49,35,52,32,24,7,42,6,63,87,33,36,17,87,0,100,0,90,49,96,20,50,63,30,100,14,84,71,100,50,100,42,56,95,99,38,14,38,0,10,68,28,49,51,100,79,51,73,9,31,26,48,68,72,72,8,90,64,31,41,67,2,89,56,21,85,84,76,100,60,77,10,55,42,10,88,89,38,7,51,5,50,47,86,7,14,29,18,76,81,52,20,31,58,18,0,62,48,5,62,84,78,10,4,0,14,63,40,55,17
2020-07-05,16,1,22,69,57,0,31,65,51,71,51,81,81,1,80,65,80,14,39,80,12,16,67,79,48,73,23,89,66,29,76,18,25,58,80,18,61,100,37,88,68,34,34,8,66,80,86,41,6,54,17,40,31,9,37,41,69,0,66,62,46,39,86,78,2,75,69,0,79,55,56,22,85,73,50,58,55,14,39,71,60,34,30,1,82,74,44,67,46,8,56,50,0,66,16,71,29,77,25,83,45,84,0,26,0,26,65,66,0,0,58,88,43,0,0,12,0,26,5,1,3,0,64,0,0,9,1,23,72,48,78,78,92,58,47,29,33,18,41,9,63,87,44,24,19,86,4,73,0,83,41,75,22,28,21,46,64,14,81,68,91,36,80,56,33,91,62,71,18,37,0,8,65,24,59,51,71,85,67,49,7,47,28,54,74,75,69,7,77,66,21,61,54,1,92,58,25,89,91,74,50,81,74,14,51,36,10,84,82,54,7,53,9,54,54,92,7,8,33,24,79,83,50,12,37,61,23,0,53,49,2,62,56,81,8,4,0,22,62,66,58,32
2020-07-06,13,1,19,49,51,0,27,53,44,77,42,80,80,1,76,68,73,8,36,73,12,27,55,64,39,68,37,80,63,25,65,17,23,58,85,63,55,86,14,80,59,21,28,7,47,76,82,44,0,55,15,34,37,9,35,40,73,0,54,57,49,59,82,72,0,71,69,2,71,85,56,19,80,71,52,59,62,5,12,33,65,30,0,0,78,77,38,57,40,8,67,45,1,62,34,55,25,65,25,45,35,59,1,37,0,27,61,73,59,0,50,80,48,0,0,12,1,22,13,0,2,0,61,1,0,7,0,21,70,69,72,75,51,33,45,33,21,6,39,4,70,89,22,35,16,94,4,53,0,75,51,60,16,20,36,31,38,12,76,77,85,31,17,36,19,77,74,45,10,34,95,7,80,26,53,64,53,71,57,79,7,22,27,45,66,66,76,8,86,58,23,0,53,1,93,49,26,76,93,78,21,71,62,3,33,20,17,75,63,37,6,51,17,58,49,83,4,8,28,22,69,88,62,16,42,37,20,0,38,48,5,59,77,87,6,5,0,25,58,52,61,30
2020-07-07,13,1,20,55,41,1,25,52,29,73,45,72,73,1,73,68,78,8,45,74,9,48,55,62,33,74,27,66,58,26,75,21,22,57,92,39,50,70,22,91,62,21,29,7,45,71,79,48,3,65,15,35,37,10,25,38,66,0,35,55,50,30,85,75,0,63,68,2,68,52,53,16,70,60,55,43,58,2,13,57,52,31,26,0,63,73,40,61,75,8,63,50,1,66,68,65,29,56,25,33,34,52,0,37,0,24,65,79,100,0,49,85,35,0,0,13,2,22,0,1,5,0,59,1,0,7,0,19,71,64,73,75,29,30,48,26,18,15,41,4,66,91,27,31,17,94,0,61,0,80,45,68,14,16,18,44,50,11,75,66,80,40,43,36,13,79,85,70,9,33,0,7,66,24,53,61,44,67,52,69,7,24,25,46,72,63,76,3,80,59,12,0,54,1,85,43,21,70,95,79,19,75,71,6,20,17,22,69,61,37,6,43,4,59,42,81,5,2,29,23,61,77,64,14,45,48,28,18,46,34,2,57,79,84,6,3,0,25,56,54,60,42
2020-07-08,13,0,19,50,51,1,26,52,0,71,47,72,77,2,73,67,74,4,39,77,11,60,55,74,42,70,43,62,65,27,78,16,23,61,90,56,53,79,10,86,64,24,33,7,44,77,85,43,0,60,15,46,27,10,29,38,70,0,47,54,53,27,82,76,0,66,67,0,72,48,54,18,71,66,46,39,64,3,51,58,59,38,9,0,68,65,41,58,33,7,74,48,0,53,35,61,26,75,25,47,44,60,0,30,0,21,62,77,51,0,48,82,92,0,0,15,1,27,4,0,3,0,66,2,0,9,1,30,71,55,77,75,27,27,42,31,17,12,40,3,66,90,27,33,16,96,2,68,9,72,41,62,15,15,18,37,56,13,78,55,80,35,26,12,3,76,33,33,8,34,0,6,61,24,48,62,42,73,43,58,7,25,27,47,72,67,75,5,96,62,11,0,53,1,88,47,16,69,98,80,17,70,65,6,24,40,14,67,57,38,6,52,0,54,48,87,8,9,21,25,57,85,68,14,37,51,17,18,66,47,3,56,79,80,6,3,0,44,62,36,68,37
2020-07-09,13,1,21,51,45,2,28,53,75,76,48,72,81,1,73,64,82,69,40,77,12,89,60,59,32,68,40,68,57,35,65,19,24,65,90,24,52,73,14,66,59,19,30,7,83,80,83,48,0,56,13,28,22,9,23,36,74,0,29,57,63,38,84,69,0,65,68,0,71,73,54,17,87,58,51,52,52,3,17,53,61,43,9,0,62,59,44,60,60,9,70,49,0,71,14,60,27,78,24,20,35,65,0,53,0,34,62,78,59,0,55,85,41,0,0,13,1,25,4,1,3,0,61,1,0,5,1,25,71,50,77,78,30,27,49,32,17,6,33,3,75,90,32,21,14,96,0,60,3,81,30,62,13,14,0,47,40,12,77,63,77,40,27,37,13,76,22,46,7,33,0,7,75,20,50,64,38,70,39,59,6,8,26,43,70,61,79,4,86,63,12,0,58,1,87,45,24,72,88,79,16,72,55,12,17,29,65,69,58,39,5,56,8,59,49,84,6,10,28,24,63,78,65,13,27,64,19,20,39,41,4,59,85,85,6,3,0,38,54,45,59,47
2020-07-10,13,1,20,59,49,3,26,56,16,75,48,79,81,2,63,67,76,96,39,80,11,58,59,68,65,71,21,68,65,37,69,100,23,73,95,79,53,82,13,89,61,27,33,7,54,85,81,49,3,84,12,44,45,9,37,38,66,0,35,59,58,55,84,71,0,71,70,2,71,70,54,20,86,65,70,68,77,6,22,40,66,35,0,0,62,93,45,55,42,9,89,52,100,57,22,73,26,63,24,55,53,62,1,23,0,26,63,72,63,0,51,82,42,0,0,25,1,23,4,1,100,0,62,0,0,5,0,22,72,51,80,79,37,31,100,100,25,51,100,100,66,95,65,100,14,93,100,55,100,95,22,93,100,15,38,39,47,11,77,78,94,43,46,25,7,83,45,30,6,34,0,7,71,21,52,59,38,71,43,70,7,20,24,51,61,66,78,4,86,58,14,19,43,1,86,57,20,75,86,77,16,59,68,16,25,30,23,72,65,44,6,52,14,60,52,83,6,7,26,24,62,84,61,15,46,43,18,0,36,49,3,64,65,76,6,3,0,20,59,53,60,67
2020-07-11,15,1,21,68,52,1,29,64,35,75,60,86,82,2,67,72,79,79,34,87,14,85,64,65,51,71,36,71,67,47,78,72,26,70,90,46,53,80,36,95,71,25,34,8,67,88,88,51,0,77,13,57,68,9,68,41,72,2,49,60,52,35,82,78,0,76,72,2,77,56,54,21,87,88,50,68,68,6,15,100,64,33,0,0,60,89,47,84,63,7,73,62,55,84,72,80,31,64,24,31,43,65,0,43,0,27,72,71,53,2,55,93,60,0,0,76,1,26,0,0,65,0,69,1,0,5,1,29,75,65,83,81,51,42,98,59,18,25,78,56,81,95,59,61,19,91,59,60,79,94,40,90,52,15,42,42,45,12,83,84,96,32,31,42,4,93,63,24,4,35,0,6,80,22,53,55,42,81,68,58,7,19,30,52,71,79,74,7,93,65,14,0,56,1,96,68,20,77,100,79,16,80,71,11,47,25,26,79,74,41,7,54,5,57,41,86,6,10,33,21,75,79,52,14,24,43,24,0,49,52,3,52,79,78,6,4,0,58,77,62,58,36
2020-07-12,15,0,21,60,52,2,27,65,70,71,52,86,85,1,77,75,81,90,44,81,13,100,64,75,73,75,24,66,63,33,77,67,23,63,89,66,56,75,24,93,62,24,34,7,40,70,91,49,0,68,16,45,44,8,72,42,76,0,57,67,59,71,86,73,0,73,74,0,84,79,56,17,89,63,82,80,72,6,30,84,67,35,0,0,46,74,45,100,45,8,76,55,36,77,73,83,29,47,25,31,51,61,3,18,0,37,69,73,31,0,59,94,61,0,0,54,1,26,5,0,48,0,68,1,0,5,1,23,80,85,89,81,93,46,62,51,21,25,52,37,69,97,55,67,20,88,32,46,11,88,28,78,47,8,86,42,31,12,84,91,83,36,21,0,4,88,25,68,4,36,0,6,72,22,61,53,40,83,45,64,5,36,28,59,71,77,78,2,94,68,15,0,49,1,91,69,24,81,92,79,17,83,79,11,39,17,7,87,75,37,5,61,0,61,45,91,8,11,30,30,74,78,48,10,47,37,16,0,79,65,3,79,60,82,8,3,0,44,64,49,59,25
2020-07-13,13,0,18,50,38,2,25,53,15,75,48,78,65,1,66,68,72,57,44,74,9,81,55,56,52,71,27,65,59,24,67,77,20,67,89,52,50,73,23,83,56,15,31,6,44,74,82,53,0,58,12,21,32,9,42,35,66,0,65,62,79,34,84,66,0,57,69,3,71,68,54,17,77,60,58,51,44,5,17,67,54,29,17,0,40,70,40,78,31,9,75,48,36,71,77,68,26,56,26,33,43,66,0,67,0,23,59,82,32,0,52,81,57,0,0,37,1,21,0,0,33,0,61,1,0,7,0,27,72,97,77,74,48,40,72,46,21,15,63,25,77,92,56,44,12,94,24,61,22,71,28,72,27,8,55,40,34,10,71,63,75,31,9,25,0,79,44,50,5,38,0,6,79,18,38,59,34,71,51,57,6,33,24,52,64,66,76,3,86,59,9,0,52,1,82,59,19,80,87,78,16,67,64,0,45,16,25,66,57,39,5,52,4,58,34,79,5,13,25,25,64,89,63,12,41,37,15,18,25,50,4,62,73,83,5,2,0,13,48,62,67,28
2020-07-14,13,1,18,51,58,4,22,53,15,77,45,86,66,1,66,68,80,84,35,86,10,92,47,65,44,70,32,61,63,25,69,84,24,68,87,40,46,74,15,75,64,16,32,7,53,70,78,46,3,51,12,56,43,9,55,35,70,4,55,59,85,34,86,75,0,62,64,2,69,62,52,16,74,64,75,56,66,2,17,57,54,26,17,0,60,67,32,71,38,7,80,51,24,78,21,58,40,47,25,40,45,55,0,15,0,25,60,78,19,0,46,84,52,0,0,28,1,21,4,0,37,0,58,2,0,6,1,23,72,83,78,75,35,38,73,37,21,18,76,28,76,86,100,61,15,97,20,51,18,81,24,71,20,6,18,40,30,8,71,65,81,28,9,49,10,75,22,66,4,38,0,5,70,17,44,63,32,73,50,66,6,30,26,45,62,62,76,6,90,58,9,0,45,1,84,55,21,79,96,78,16,67,66,0,26,26,3,64,56,36,5,54,16,58,38,82,4,4,28,24,60,85,65,13,45,49,14,0,58,43,3,56,66,79,7,2,0,50,82,60,62,12
2020-07-15,13,1,17,51,54,2,26,52,0,73,51,83,74,1,62,66,77,52,36,79,12,78,50,61,54,69,27,58,62,29,68,73,23,73,86,72,50,86,19,79,63,13,27,6,42,78,81,46,3,87,12,32,38,9,58,34,70,2,42,61,68,72,85,75,0,61,65,0,69,38,51,17,81,47,51,66,66,3,30,34,54,24,9,0,53,58,34,56,50,7,73,46,31,53,35,61,44,51,26,73,36,62,0,52,0,22,59,84,20,0,48,81,57,0,0,22,1,29,0,1,34,0,58,1,0,7,0,27,71,65,76,74,36,27,69,43,23,15,55,21,82,87,73,24,12,94,18,39,9,79,29,63,34,3,0,41,32,10,73,74,72,40,53,49,3,75,11,33,2,34,0,6,87,17,49,65,36,70,43,40,6,28,28,45,62,71,75,6,82,61,12,0,40,1,83,66,17,81,87,79,17,75,62,3,41,3,28,71,56,46,5,54,4,56,50,81,5,6,23,24,63,75,65,14,36,45,12,0,38,40,3,53,75,72,6,2,0,31,53,42,63,28
2020-07-16,13,1,20,40,50,1,25,54,31,75,48,86,59,1,72,67,82,70,28,81,19,69,56,45,37,68,23,67,63,28,61,65,21,66,100,49,46,80,19,81,74,24,31,7,65,80,84,45,3,55,11,43,33,9,47,35,72,0,73,59,67,31,83,90,0,64,66,2,74,40,53,16,63,77,42,72,45,7,13,30,64,30,0,1,50,65,36,50,39,9,73,49,39,66,100,62,42,56,26,54,39,55,0,8,0,26,63,75,17,0,48,84,34,0,0,21,2,26,4,0,25,0,59,2,0,6,0,23,71,55,76,79,34,30,72,39,23,32,69,18,78,89,73,35,13,97,26,44,22,84,20,71,30,9,0,49,19,9,76,81,92,31,27,38,10,71,22,86,4,34,0,6,64,15,50,67,31,70,60,63,7,20,24,44,61,68,79,7,88,64,19,0,48,1,83,50,11,75,89,82,17,80,67,6,18,18,29,74,53,48,5,46,0,64,47,82,6,7,22,28,67,85,64,13,45,53,19,20,64,41,3,53,64,75,7,2,0,13,67,66,59,35
2020-07-17,13,1,19,47,51,2,26,58,78,73,67,92,69,1,90,67,80,59,37,81,100,78,55,70,42,69,23,65,64,47,70,76,24,69,92,38,50,67,16,88,72,15,32,7,65,84,84,50,3,100,10,52,34,9,68,35,72,0,49,68,59,16,82,79,0,75,68,0,75,86,51,16,92,72,61,69,48,6,27,61,64,30,0,0,52,84,39,61,53,8,82,49,30,63,44,63,45,62,26,63,57,57,0,39,0,25,61,77,15,0,50,86,42,0,0,20,1,25,4,0,15,4,61,1,0,8,1,22,74,60,80,76,32,29,60,46,20,19,44,17,77,82,57,35,14,93,15,32,10,88,28,71,34,7,0,32,12,10,75,71,86,35,28,39,0,83,23,53,2,35,0,6,78,18,49,61,32,72,62,57,6,15,25,45,65,68,79,7,88,58,14,38,46,1,89,51,18,75,88,79,16,75,77,16,14,21,15,73,59,42,6,46,4,59,43,84,6,8,25,25,70,85,60,10,36,35,18,38,24,39,3,58,79,76,6,3,0,20,74,51,65,45
2020-07-18,14,1,20,55,74,2,30,63,70,76,100,100,69,2,80,76,83,94,40,90,61,56,60,71,49,75,22,74,68,39,81,57,27,62,89,65,53,59,32,86,70,16,33,7,69,84,90,48,3,84,11,45,75,7,49,39,75,0,67,68,57,49,83,80,0,79,69,2,77,84,51,21,100,73,48,65,66,4,40,50,61,34,30,0,59,74,48,73,47,9,64,56,30,68,41,72,35,62,26,46,55,62,0,52,0,17,74,71,12,0,52,91,69,0,0,19,2,26,0,0,23,1,69,2,0,7,0,32,75,50,81,82,48,44,60,51,25,7,49,16,74,78,54,53,14,88,11,46,18,85,23,77,25,7,21,42,22,11,84,64,93,31,31,43,4,86,38,58,3,39,0,6,53,19,48,55,36,86,70,63,7,26,28,48,65,70,73,10,83,63,9,0,38,1,91,62,22,80,89,75,16,69,83,4,48,10,23,81,66,45,6,61,19,55,49,92,4,3,30,27,79,83,49,17,46,51,19,0,68,57,3,58,65,74,7,3,0,59,50,67,60,21
2020-07-19,15,1,20,57,67,2,30,61,52,69,83,89,84,1,85,73,79,56,38,86,44,45,52,64,65,74,38,70,65,43,82,66,25,59,87,23,56,73,22,90,79,16,33,8,51,76,89,42,3,50,10,37,19,7,68,39,76,0,75,67,54,62,84,71,0,70,74,2,84,61,53,17,100,89,67,79,68,8,35,50,63,32,0,0,65,68,46,67,69,7,63,60,31,75,32,68,39,72,27,46,51,55,0,26,0,27,72,69,16,0,52,91,66,0,0,25,1,27,0,1,16,0,68,3,0,8,0,27,76,50,87,83,90,39,58,36,18,11,53,15,71,93,60,56,18,87,17,58,7,94,18,77,32,7,64,39,20,10,84,91,85,34,20,28,4,90,38,87,2,37,0,6,67,17,60,55,35,84,43,42,7,35,30,55,82,70,75,6,82,69,11,0,42,1,93,55,22,67,89,77,17,88,80,4,21,50,7,94,62,44,5,56,9,54,55,92,6,5,28,23,95,79,50,10,51,31,18,0,58,50,3,68,56,77,5,3,0,66,62,69,61,28
2020-07-20,13,0,18,45,51,2,25,54,15,74,56,85,77,2,80,70,79,42,41,72,38,40,45,53,56,76,33,77,62,37,75,66,23,61,92,41,54,68,18,82,78,16,32,5,36,78,80,41,11,66,14,65,28,8,60,36,72,0,57,63,55,47,84,75,0,60,71,2,73,60,53,14,69,55,50,58,58,3,18,64,63,28,18,9,62,68,39,59,42,8,75,46,20,63,22,54,32,62,31,14,29,51,1,23,0,20,78,76,18,0,51,82,49,0,0,25,1,22,0,1,11,1,65,2,0,4,0,22,73,48,77,78,57,33,67,34,17,29,52,14,66,87,52,45,12,99,9,78,16,81,22,66,31,22,0,48,27,10,77,71,96,22,0,25,7,75,0,56,2,35,100,8,63,17,42,66,33,76,51,46,5,20,22,45,68,70,75,4,89,58,11,37,50,1,90,47,20,76,89,81,16,72,64,3,25,12,9,84,54,51,6,48,14,55,46,82,4,5,22,25,79,74,67,11,44,23,11,0,32,56,3,56,63,71,6,2,0,39,76,50,61,44
2020-07-21,13,0,18,47,54,3,26,55,31,75,66,77,66,1,77,67,79,83,44,76,31,59,51,71,49,73,17,67,61,25,75,57,23,69,90,78,47,61,12,81,79,19,32,6,59,80,79,45,8,87,10,54,61,8,80,35,68,2,61,64,57,43,85,71,1,59,67,2,70,49,53,16,82,66,50,42,63,1,31,69,53,24,0,26,57,65,44,55,46,10,73,44,15,63,64,95,35,57,62,61,41,55,0,8,0,22,100,80,14,0,48,81,56,0,0,22,1,23,0,1,12,0,64,2,0,14,3,25,73,53,76,78,33,27,59,37,17,3,51,16,85,88,47,32,15,100,19,79,16,76,21,66,18,8,19,33,27,8,79,59,87,31,9,38,10,74,22,47,4,35,99,7,72,16,41,63,33,71,58,49,6,11,24,44,66,65,79,6,81,60,9,18,46,1,80,39,17,71,84,82,16,71,67,3,30,21,9,71,72,92,4,54,0,57,45,81,6,6,27,21,70,74,65,11,43,33,20,0,44,65,5,78,67,74,5,3,0,39,61,66,63,38
2020-07-22,13,0,17,47,42,4,28,53,60,80,67,79,69,1,85,69,79,57,37,75,33,40,49,61,34,72,28,62,61,26,74,66,20,71,89,69,45,76,23,77,75,17,29,6,49,69,85,46,6,67,11,36,33,9,39,35,74,0,63,65,56,11,85,76,0,63,69,5,72,49,54,13,65,58,51,47,49,5,13,68,52,26,0,14,59,71,41,55,41,7,75,52,18,76,14,63,34,59,40,20,40,62,0,38,0,13,79,80,8,0,50,80,62,0,0,22,1,22,9,1,10,4,61,1,0,4,6,23,72,48,75,78,33,27,50,33,9,16,48,13,68,87,46,39,11,95,13,52,16,82,34,66,18,9,37,37,13,9,83,84,85,32,36,25,7,71,11,55,3,34,0,6,75,17,45,66,28,77,56,38,6,34,23,43,70,67,79,5,82,63,8,18,47,1,88,39,13,70,79,80,16,67,59,9,45,31,9,72,52,61,4,55,12,68,45,82,6,3,27,21,68,77,66,7,29,33,21,0,55,51,6,56,66,75,5,3,0,32,43,70,56,28
2020-07-23,13,0,18,48,66,2,28,53,61,76,61,83,61,1,74,67,80,53,48,75,31,26,46,60,55,75,28,76,63,26,79,63,33,69,87,53,51,79,28,73,86,17,32,6,43,79,82,47,11,42,10,61,44,9,46,35,69,0,70,63,71,35,85,79,0,61,67,8,75,39,60,11,73,74,39,55,49,5,30,44,60,27,9,13,71,64,39,52,58,6,73,51,21,77,92,59,45,52,32,14,37,51,0,30,0,19,79,76,5,0,54,81,50,0,0,22,1,22,0,4,17,100,64,1,1,5,100,29,73,46,77,75,35,27,55,36,16,3,51,12,70,86,47,37,18,97,15,54,19,83,27,67,22,10,19,44,34,6,84,83,76,44,9,37,3,79,33,38,3,32,0,6,60,16,40,66,28,77,36,42,6,25,24,45,64,67,76,8,93,68,12,0,39,2,87,40,17,63,87,77,16,65,73,6,28,23,19,73,51,51,4,55,8,57,58,86,6,4,23,19,69,77,64,13,62,23,32,18,30,43,8,47,79,78,5,2,0,19,51,50,66,44
2020-07-24,14,1,21,46,70,3,31,56,32,79,66,89,70,1,70,65,80,65,46,79,36,44,49,50,60,75,33,70,67,31,74,58,100,60,89,39,46,59,15,79,74,17,33,8,53,80,83,58,100,51,14,75,81,11,52,35,71,0,67,63,59,53,86,87,0,64,87,100,77,93,97,13,79,58,36,89,77,5,77,72,64,100,28,100,53,89,49,56,64,8,77,55,18,73,22,61,81,66,29,43,41,42,0,24,0,26,75,76,10,0,52,87,63,100,100,24,100,34,0,100,13,29,73,100,100,100,29,100,81,100,79,77,29,30,64,44,18,7,49,13,74,92,58,32,13,97,6,50,7,87,25,72,22,7,20,50,12,8,93,65,94,40,28,26,10,78,12,67,4,34,0,5,67,15,41,61,84,97,62,58,5,15,22,47,66,64,79,10,84,67,10,19,45,1,89,35,19,81,91,79,16,88,68,10,44,21,15,98,55,47,5,62,13,60,54,84,7,5,29,21,68,75,68,12,40,38,18,42,54,54,42,64,64,74,6,2,0,41,74,74,66,53
2020-07-25,14,0,21,51,60,3,32,62,17,79,76,92,81,1,91,64,88,70,48,86,27,45,52,62,49,75,37,73,71,37,88,58,72,62,86,46,49,73,22,81,87,24,32,8,42,78,87,49,60,48,12,45,68,10,22,38,70,0,100,67,53,31,81,74,0,70,77,42,76,50,71,14,86,73,73,65,50,8,74,33,72,82,30,48,58,71,56,64,47,9,52,59,13,77,8,65,50,62,26,38,45,56,0,43,0,23,73,69,7,0,46,88,63,56,57,23,58,31,0,53,15,18,75,50,51,57,15,72,77,70,95,81,40,39,64,45,18,7,45,12,64,90,44,36,13,89,4,70,14,85,23,80,32,7,21,43,17,9,85,80,85,27,61,99,15,78,38,43,3,35,0,6,69,15,44,55,47,79,52,58,6,10,27,49,82,70,74,6,90,66,14,0,52,2,93,51,18,74,92,75,16,70,72,0,24,20,16,94,60,52,5,60,5,54,39,89,7,4,35,25,77,74,51,7,41,33,29,0,63,71,16,50,73,68,7,3,0,36,63,49,55,43
2020-07-26,15,0,22,53,64,3,33,62,52,75,62,90,82,1,75,67,83,85,48,83,28,32,48,66,54,77,32,68,69,31,90,52,58,66,85,42,55,62,24,81,93,18,32,8,52,84,87,48,55,63,10,37,57,8,61,38,75,2,65,75,64,40,86,74,0,70,78,36,82,28,59,14,84,96,40,77,84,2,55,67,100,65,10,31,70,89,45,65,47,8,60,56,18,75,65,72,61,75,27,47,61,50,0,61,0,19,74,67,6,0,55,91,36,33,35,26,48,31,0,40,13,14,72,43,33,43,13,58,81,66,100,84,100,40,58,46,14,18,50,12,66,96,53,47,16,88,11,50,7,79,15,75,33,8,43,42,35,9,86,70,98,32,62,57,4,87,0,78,2,37,0,5,59,14,38,56,36,79,51,58,6,10,26,55,74,79,77,6,93,80,11,21,40,1,91,70,20,79,85,79,16,76,92,7,36,10,16,82,62,50,5,58,5,55,42,92,6,5,39,28,83,77,52,12,47,40,27,21,50,42,9,60,77,81,6,3,0,30,90,73,54,25
