date,Love The Way You Lie,Dynamite,California Gurls,I Like It,Teenage Dream,Cooler Than Me,DJ Got Us Fallin' In Love,Mine,Airplanes,Ridin' Solo,Magic,Billionaire,Find Your Love,Not Afraid,OMG,Just The Way You Are,Your Love,Club Can't Handle Me,Misery,Take It Off,"Hey, Soul Sister",Bottoms Up,Break Your Heart,The Only Exception,Bulletproof,Stuck Like Glue,There Goes My Baby,Alejandro,The Boys of Fall,Impossible,Teach Me How To Dougie,Smile,Need You Now,Pretty Boy Swag,Half Of My Heart,Your Love Is My Drug,All About Tonight,Free,Deuces,Got Your Back,Secrets,If I Had You,Unthinkable,Breakeven,Undo It,Love Like Crazy,"Lover, Lover",Pretty Good At Drinkin' Beer,Miss Me,If It's Love,If I Die Young,Ride,King Of Anything,Animal,La La La,Gettin' Over You,POWER,Circle The Drain,My First Kiss,Blowin Money Fast,I'm In,Our Kind Of Love,Letting Go Dutty Love,Rockstar 101,Little White Church,Round & Round,2012 It Ain't The End,Waka Waka This Time For Africa,Kissin U,Come Back Song,Break My Bank,Hello Good Morning,Love All Over Me,Farmer's Daughter,Champagne Life,143,As She's Walking Away,Glitter In The Air,Bittersweet,The Catalyst,Roll With It,Rock That Body,All Over Me,This Afternoon,Fancy,Somebody To Love,Lose My Mind,This Ain't Nothin',Bed Intruder Song,Water,September,Like A G6,The Man Who Can't Be Moved,Hold You Hold Yuh,Mockingbird,Rhythm of Love,Love Like Woe,Little Lion Man,Lay Me Down,Hot Tottie,Nothin' On You,Not Like The Movies,Rain Is A Good Thing,I Never Told You,The House That Built Me,Beautiful Monster,Pray For You,We'll Be A Dream,Crazy Town,Sex Room,All I Do Is Win,In My Head,Haven't Met You Yet,Get Ready Its a new day,Nightmare,She Won't Be Lonely Long,The Crow & The Butterfly,Cuando Me Enamoro,Over,Jar Of Hearts,Can't Be Tamed,Ordinary Girl,Aston Martin Music,Eenie Meenie,If We Ever Meet Again,Opposite Of Adults,No Love,The Man I Want To Be,Wavin' Flag,Rude Boy,Telephone,Whataya Want From Me,My Chick Bad,Gimmie That Girl,Shark In The Water,Neighbors Know My Name,Up On The Ridge,Never Say Never,Young Forever,I Gotta Feeling,Outta Your Mind,Wrong Baby Wrong,I Can Do Anything,TiK ToK,Won't Back Down,Cold Wind Blows,Stay,I Keep On Loving You,Talkin' 2 Myself,Up All Night,25 To Life,I'm Back,I Made It Cash Money Heroes,Bad Romance,9 AM In Dallas,Hey,Fireworks,Winner,Another Way To Die,Lil Freak,Double Vision,Solo,Finding My Way Back,Faithfully,Over The Rainbow,Any way you want it,Don't Stop Believin',Bionic,Not Myself Tonight,To Sir With Love,Bohemian Rhapsody,"Beamer, Benz, Or Bentley",Poker Face,I Gotta Get To You,Keep On Lovin' You,Everything To Me,Woohoo,Yeah Ya Know Takers,Imma Be,Hey Daddy Daddy's Home,Baby,You And Your Heart,Good Vibrations,Beautiful Day,Deja Vu,Hallelujah,Another One Bites The Dust,Falling Slowly,Unstoppable,Tell Me Something Good,Loser,It's a man's world,Dirty Picture,Roger That,Say Aah,All The Right Moves,Carry Out,Up To The Mountain,American Honey,Beth,Leave Right Now,Ain't Back Yet,Highway 20 Ride,The Boxer,Touchin On My,Dream On,Who Dat,I Dreamed A Dream,Jessie's Girl,Super High,Neutron Star Collision Love Is Forever,Say Something,Safety Dance,Steady Mobbin',Hell On The Heart,Blah Blah Blah,Pyramid,A Little More Country Than That,Today Was A Fairytale,Window Seat
2010-06-20,18,40,83,54,2,65,0,42,81,69,93,79,59,82,74,5,92,8,35,19,41,3,76,76,91,0,24,47,2,83,35,80,71,24,53,72,24,88,43,45,45,48,55,74,48,46,0,16,34,54,8,92,23,81,90,64,83,1,98,18,86,25,40,23,28,51,0,81,86,24,9,30,2,38,21,75,0,50,75,4,59,80,51,75,96,77,36,47,0,75,18,20,28,59,56,24,35,30,56,0,66,4,51,80,66,32,73,21,46,72,59,65,82,0,25,53,52,40,63,0,30,12,0,67,54,86,77,31,86,49,53,80,41,58,77,24,52,91,39,68,15,46,40,58,24,78,90,54,50,89,67,63,0,58,20,85,3,25,14,45,52,93,37,53,34,29,65,65,20,16,67,0,58,29,17,50,43,36,52,0,89,75,20,21,50,30,47,10,32,10,8,13,42,33,36,46,55,0,54,54,0,22,68,57,39,29,26,11,11,62,54,67,29,25,17,47,59,56,83,14
2010-06-21,15,30,69,44,2,59,0,40,65,57,78,66,55,63,51,6,76,5,37,19,30,5,48,60,62,0,24,45,3,68,26,76,51,22,52,53,18,72,26,38,40,46,39,65,44,59,29,12,27,34,15,80,27,81,91,59,88,0,62,9,74,43,0,13,36,96,0,58,34,14,0,51,19,22,3,67,0,50,50,2,28,54,37,46,84,54,22,23,0,90,19,15,15,35,75,12,39,26,60,0,49,3,25,59,62,22,68,47,43,62,36,52,37,0,19,72,0,41,62,0,32,4,0,53,47,38,70,23,61,36,76,55,25,50,62,25,39,66,29,50,11,64,59,39,34,75,82,55,55,71,64,53,21,40,34,67,3,25,19,31,61,80,40,49,27,25,24,42,13,11,46,0,43,32,38,55,33,0,45,71,78,61,28,19,35,21,36,8,53,4,7,0,66,40,37,38,42,2,28,61,1,49,40,56,29,27,50,15,33,36,36,57,19,41,30,36,59,14,43,15
2010-06-22,18,28,63,42,2,57,0,40,62,51,74,68,55,72,58,3,72,7,49,18,29,5,52,56,72,0,26,41,0,72,20,75,58,28,65,47,11,73,35,28,40,36,32,47,44,52,84,12,28,52,15,71,35,76,86,64,86,0,62,17,69,53,0,18,50,78,0,46,36,31,6,56,17,16,7,67,0,39,51,4,31,43,28,90,79,54,29,44,0,89,18,10,10,59,37,17,42,49,48,3,57,3,45,62,55,17,62,23,23,60,38,48,36,0,17,57,0,45,63,0,42,6,0,49,43,42,75,39,53,35,72,56,30,35,54,31,64,66,31,51,10,56,53,40,32,91,88,76,51,64,83,73,0,48,18,67,3,21,28,34,39,79,52,34,28,37,8,43,14,12,58,24,41,20,24,49,30,0,42,0,78,60,20,19,32,20,55,11,51,4,8,19,54,36,26,37,59,1,39,59,3,0,10,46,24,23,91,11,12,40,10,66,15,29,20,38,61,7,37,12
2010-06-23,17,31,67,46,1,54,0,36,62,58,79,64,48,75,62,4,71,8,38,20,36,2,58,60,78,0,31,42,0,76,36,76,65,45,42,54,12,77,33,37,41,47,32,37,50,73,88,12,30,23,12,72,38,77,89,60,88,0,63,22,66,33,0,13,27,68,0,51,47,15,7,63,21,23,5,71,0,58,55,3,16,39,40,50,78,56,24,58,0,87,17,15,21,45,35,18,30,31,69,6,39,2,38,78,65,19,65,24,54,68,41,49,50,48,18,60,0,42,60,0,36,10,0,60,40,64,75,17,70,38,72,59,26,36,55,20,45,71,27,44,17,100,65,44,33,78,85,72,50,81,89,65,65,47,19,71,3,21,26,48,36,80,41,46,26,34,8,41,16,10,55,0,37,32,39,59,29,0,37,0,80,63,18,20,34,28,47,8,67,0,7,30,44,41,14,34,53,2,28,57,3,8,15,40,26,28,71,13,9,53,47,57,14,30,17,38,70,42,37,16
2010-06-24,19,33,69,48,2,61,0,38,68,74,79,62,56,76,60,3,79,8,37,18,16,2,48,53,73,0,25,46,0,81,24,81,59,60,54,61,30,76,32,48,44,60,36,51,51,73,30,49,32,52,16,72,45,78,88,75,87,0,62,27,69,45,10,18,38,69,0,65,44,15,3,73,17,64,16,59,0,44,58,3,82,49,34,76,86,58,33,47,0,90,17,14,16,45,39,24,37,19,48,0,51,2,35,66,56,26,76,40,65,81,37,53,42,0,17,54,0,43,62,0,33,10,3,51,41,63,72,41,67,39,76,65,23,37,92,22,23,70,31,43,14,38,31,43,28,100,91,73,70,79,68,56,0,45,19,71,3,23,24,38,73,84,42,42,24,17,25,43,14,4,47,0,43,22,52,73,38,27,47,0,81,61,49,19,33,25,54,7,40,8,8,10,51,29,41,30,42,3,50,62,5,8,10,52,30,25,80,8,0,56,44,58,21,31,22,43,59,21,31,17
2010-06-25,18,41,71,50,2,60,0,41,64,69,81,66,57,76,64,3,71,11,36,18,38,6,58,69,85,0,25,43,2,80,41,86,66,43,45,55,13,81,39,37,43,43,39,36,52,79,16,26,29,55,21,75,46,81,88,68,86,0,70,10,70,44,0,11,57,94,0,54,50,12,11,53,25,61,14,64,0,57,71,5,35,37,50,74,90,60,28,38,0,84,17,10,6,29,38,13,34,31,61,0,40,3,68,69,83,30,75,60,47,71,49,53,22,0,19,50,0,47,59,1,28,6,0,56,38,58,71,56,67,38,74,65,28,47,83,22,54,71,25,48,18,70,37,44,35,69,81,43,60,75,67,83,0,47,41,76,4,19,17,29,47,83,44,47,21,23,17,79,15,7,53,0,45,23,28,59,29,0,41,0,81,68,38,23,31,28,38,9,41,7,8,11,50,30,33,41,58,1,40,55,4,18,38,41,4,22,46,11,9,44,43,65,18,48,9,49,64,23,27,9
2010-06-26,21,37,75,57,2,74,0,41,80,77,92,80,53,89,74,5,81,8,43,21,56,6,69,68,80,0,29,50,4,85,34,86,72,32,70,67,57,93,34,39,49,68,46,56,40,95,0,0,33,51,19,86,52,85,85,86,81,0,100,24,73,10,14,17,58,100,0,64,72,65,4,60,16,93,11,65,0,44,86,2,44,78,40,89,91,67,21,16,0,79,16,16,14,49,43,32,35,51,57,4,43,1,56,71,76,29,68,33,70,79,41,60,60,0,22,18,0,54,62,0,29,9,4,77,58,63,81,56,85,50,58,71,30,0,91,42,38,87,33,70,19,70,82,47,25,89,80,33,51,93,87,71,0,60,16,88,5,27,29,46,35,98,56,38,31,35,33,77,16,10,57,35,56,29,18,55,44,37,45,0,89,61,35,25,35,27,31,10,45,6,8,54,60,35,19,42,59,1,36,49,4,45,7,51,25,26,48,9,29,54,25,70,18,39,35,54,75,19,82,19
2010-06-27,24,39,72,57,2,69,0,42,78,79,93,76,62,85,71,4,89,12,43,21,35,4,68,57,83,0,24,47,0,77,48,79,75,48,60,66,33,94,33,44,51,62,45,45,39,66,20,0,28,47,26,79,51,82,83,63,83,0,78,37,79,51,0,24,58,56,0,67,68,15,9,60,25,55,18,72,0,62,65,3,33,51,48,61,85,60,26,32,0,84,18,23,29,24,34,16,49,51,57,4,52,7,48,57,71,27,68,55,57,79,71,55,36,0,24,46,0,58,63,0,32,8,0,64,54,61,92,40,81,45,54,52,36,70,83,23,54,79,28,71,30,80,65,51,38,78,92,55,58,82,84,57,30,53,52,80,6,29,31,41,50,93,0,36,31,41,22,72,15,10,45,0,57,59,35,63,29,0,43,0,88,73,29,19,42,29,31,9,51,8,8,0,50,34,28,40,39,2,49,59,2,46,42,48,45,31,57,21,12,60,30,81,19,48,47,46,65,58,49,16
2010-06-28,23,32,60,53,1,56,0,36,72,66,79,65,51,78,51,2,74,15,36,21,65,7,53,55,73,1,53,41,0,71,32,80,68,49,61,51,18,76,31,31,43,53,39,37,51,60,58,36,32,28,21,77,43,81,87,47,88,0,70,9,74,47,20,20,52,64,0,57,40,65,3,100,18,34,5,62,0,48,62,6,56,41,37,71,85,43,100,0,0,96,19,14,15,18,37,23,30,31,65,0,38,3,41,53,55,29,60,16,46,65,80,53,43,0,18,52,0,55,61,0,22,7,3,48,43,42,73,23,70,33,76,46,41,43,68,34,39,67,26,43,16,75,34,35,37,66,89,47,39,81,80,50,0,38,30,69,8,23,16,33,56,80,27,49,25,8,8,55,12,6,47,0,44,32,38,67,33,26,27,0,84,58,25,23,41,22,34,5,50,4,7,19,60,47,37,29,47,0,37,61,5,16,25,33,33,28,71,7,17,55,32,53,12,30,25,34,60,21,37,14
2010-06-29,23,36,58,49,1,68,0,39,73,59,78,68,51,75,56,3,76,16,42,18,76,4,57,75,82,4,34,39,2,73,32,82,78,44,55,54,18,77,43,45,43,65,34,46,40,82,0,36,24,60,14,73,68,84,87,60,88,0,64,27,69,55,10,18,37,73,0,56,55,33,3,59,21,34,29,78,0,67,68,5,28,46,45,63,89,54,76,58,0,88,18,11,26,44,40,23,26,29,68,0,32,1,44,65,57,32,71,63,58,63,70,54,41,0,18,66,0,52,63,0,23,13,3,47,30,64,70,46,63,33,75,47,33,7,62,40,33,67,26,47,16,65,69,36,28,74,90,40,39,79,76,67,22,43,11,67,9,19,21,46,66,81,14,40,25,34,16,45,12,6,49,25,41,21,38,66,21,27,42,0,81,44,17,15,42,22,41,10,38,8,7,10,47,30,40,28,43,2,25,58,2,8,30,36,40,23,45,11,8,43,11,63,17,43,30,39,55,49,37,14
2010-06-30,22,36,61,48,1,67,0,38,79,68,79,66,53,70,52,3,78,12,46,18,25,3,50,62,66,1,45,39,0,70,35,80,62,51,60,53,24,77,30,36,41,59,37,60,32,57,87,60,29,65,15,70,75,78,90,64,89,0,74,36,71,48,10,17,53,46,0,44,29,11,3,78,22,57,26,67,0,49,64,6,92,44,29,92,87,50,74,23,0,87,19,15,5,97,36,18,36,27,64,0,35,3,47,75,45,24,70,48,53,64,60,47,47,0,20,46,0,54,60,0,22,12,3,47,36,41,66,58,57,32,75,45,29,7,53,47,17,64,26,42,16,55,60,39,25,62,83,16,69,81,70,59,11,44,15,68,10,20,26,53,51,85,54,34,22,34,32,45,9,6,42,0,39,0,13,61,23,0,32,0,82,65,32,22,33,20,55,7,29,6,6,10,35,27,37,27,47,1,47,66,1,8,45,31,15,26,43,11,4,100,65,55,15,41,38,41,61,21,30,13
2010-07-01,24,40,62,56,2,61,0,38,82,59,82,66,55,76,57,5,77,22,44,19,69,4,54,64,89,1,37,42,0,75,34,84,66,42,59,52,37,82,37,40,46,52,36,40,45,69,0,38,31,42,21,69,71,78,90,77,89,0,78,28,71,42,0,12,49,76,0,44,48,34,0,73,15,47,33,71,0,47,66,5,25,57,30,70,92,56,54,24,0,87,19,22,38,37,34,6,39,43,68,3,39,2,53,57,45,41,63,25,36,47,68,50,43,0,20,69,40,59,59,64,25,13,0,48,32,46,74,36,59,33,76,50,31,60,76,43,52,62,27,44,100,25,54,37,30,56,87,33,63,78,72,68,23,46,28,73,15,18,19,35,40,87,57,37,22,31,17,51,9,5,43,0,45,22,40,51,28,28,39,0,81,77,27,19,36,24,32,8,56,13,6,31,46,35,39,31,46,1,35,60,2,26,37,37,38,26,47,11,26,76,34,71,14,36,31,44,66,36,48,6
2010-07-02,22,37,60,55,2,73,0,37,76,70,78,79,51,75,59,4,77,23,72,23,48,5,54,68,83,2,43,40,0,75,43,82,66,55,67,56,25,84,52,44,44,59,32,39,39,68,46,26,26,48,25,78,76,80,84,59,84,0,80,23,73,70,11,9,67,46,0,44,49,31,7,89,26,72,14,84,0,60,70,5,47,48,42,63,88,52,61,70,0,86,17,20,33,75,36,25,51,33,53,0,34,4,47,69,46,35,71,25,56,71,65,46,28,0,18,77,0,61,60,43,22,19,6,46,48,45,77,55,59,40,72,38,25,44,55,42,29,68,26,48,84,62,82,40,20,50,82,34,33,67,64,67,23,46,32,70,25,21,14,45,57,84,43,42,22,32,60,49,7,7,49,0,45,34,14,48,32,0,32,0,83,62,35,17,33,22,31,6,41,16,8,10,39,23,36,27,51,1,36,53,1,26,37,40,31,24,56,8,22,64,30,45,15,43,18,44,50,15,45,12
2010-07-03,24,45,69,71,2,82,0,40,87,75,90,86,57,80,65,4,86,20,67,18,47,3,68,74,91,0,33,44,2,85,57,76,73,83,59,70,47,98,45,47,50,57,45,37,49,76,0,32,31,56,25,83,62,87,81,86,78,0,79,47,68,43,13,14,21,67,0,55,61,52,9,84,19,82,7,68,0,49,68,5,37,56,34,63,87,65,72,87,0,82,17,23,34,23,37,8,47,54,71,0,54,4,78,80,59,52,100,52,48,100,100,59,31,0,23,52,50,79,61,27,28,44,4,65,42,67,86,30,86,44,61,46,41,27,76,24,36,84,30,63,86,54,56,46,32,64,85,52,48,87,74,81,14,50,30,79,47,26,26,60,67,92,36,36,25,45,85,47,14,7,49,0,51,28,50,49,45,0,47,0,93,44,28,17,44,26,36,8,41,4,8,52,61,41,67,38,52,0,65,53,0,21,33,33,24,27,59,12,17,78,42,56,36,35,17,42,58,27,65,19
2010-07-04,25,45,69,64,2,62,0,40,86,76,89,89,55,79,58,6,86,16,77,27,53,5,53,67,82,0,27,44,0,83,44,77,87,50,71,63,39,95,40,41,50,62,47,56,35,69,19,16,27,81,19,84,68,85,81,75,76,0,88,29,84,48,26,13,48,60,0,56,53,47,17,79,15,52,34,71,0,38,67,3,52,52,36,82,94,57,49,43,0,86,19,26,34,69,37,8,37,48,77,7,45,5,53,66,36,34,86,31,48,67,84,59,30,0,22,78,100,76,62,23,23,24,0,58,46,56,78,45,73,34,55,64,41,73,42,35,72,81,30,47,32,45,39,37,21,56,90,10,62,74,75,70,14,49,5,85,100,33,14,48,43,89,18,40,31,17,11,51,11,5,59,0,55,14,33,61,33,0,36,0,91,100,34,18,41,27,44,9,36,6,7,39,65,45,44,33,52,1,28,61,3,11,7,55,14,32,46,15,28,61,42,74,29,72,11,35,64,55,41,14
2010-07-05,22,41,54,60,1,54,0,37,73,61,77,71,47,65,51,4,70,21,57,18,66,2,49,55,69,1,25,41,0,67,31,77,69,41,76,47,18,79,35,29,41,44,32,49,44,44,73,24,24,45,30,69,89,81,87,63,82,0,73,18,72,59,0,14,37,35,0,43,67,25,42,50,9,34,13,79,0,26,56,4,20,40,36,52,85,47,35,44,0,89,20,24,16,27,32,18,30,31,65,3,43,3,44,46,28,30,69,0,54,43,57,55,38,0,19,53,0,71,58,15,19,13,3,47,31,68,62,23,58,35,74,54,32,21,43,25,33,53,25,42,44,66,69,38,28,50,83,48,56,61,80,58,0,41,8,66,46,22,18,33,67,84,27,32,22,30,16,40,8,3,45,0,40,11,38,61,26,0,29,0,84,64,24,16,35,19,36,4,43,3,8,30,46,46,51,25,33,1,30,50,2,25,20,40,26,25,30,8,13,52,28,53,19,93,30,33,54,35,28,21
2010-07-06,22,50,54,59,1,70,0,39,77,62,80,72,48,67,57,4,79,23,64,21,39,5,53,60,66,1,31,35,2,74,49,78,63,59,60,50,45,83,42,47,52,55,33,43,45,83,41,11,29,73,25,76,62,92,86,59,89,0,73,21,77,59,9,11,50,59,0,34,50,38,53,63,21,27,7,79,0,57,51,5,34,29,42,81,89,47,46,63,0,96,20,19,25,50,77,22,40,47,74,5,35,0,87,54,47,33,67,45,48,75,79,55,50,0,18,75,0,89,65,18,21,26,27,48,33,40,64,22,53,32,76,48,24,20,52,46,21,64,26,39,26,52,73,43,30,55,95,38,45,68,76,66,31,42,14,68,5,21,20,37,24,81,0,33,24,16,54,47,10,6,44,24,43,20,0,50,17,27,24,0,90,65,32,14,38,21,26,7,33,6,7,0,46,40,19,21,38,1,25,65,2,8,14,28,28,27,39,11,32,72,37,68,13,85,12,37,58,46,28,10
2010-07-07,24,43,60,61,2,66,0,37,74,71,83,73,51,66,54,5,80,19,58,19,44,4,47,71,86,2,36,40,5,75,40,81,64,61,74,49,11,81,48,41,53,64,34,42,38,70,28,23,30,59,20,76,59,89,85,53,93,0,82,13,79,45,19,11,30,64,0,36,50,31,22,72,11,70,27,81,0,41,52,4,38,46,26,70,81,51,57,32,0,100,23,19,20,59,60,6,34,39,76,0,35,3,60,92,58,43,78,23,51,70,85,45,33,0,18,50,0,79,67,22,20,44,64,40,33,54,69,39,54,28,75,48,27,33,49,55,48,61,26,39,47,39,37,44,24,58,91,53,58,80,83,67,21,44,18,66,3,23,21,42,44,81,13,36,27,12,46,38,7,7,37,0,37,10,61,58,26,0,34,69,86,58,35,18,35,19,51,7,51,9,8,19,51,34,39,29,37,1,50,65,4,23,24,47,42,26,43,10,8,62,44,53,14,83,25,36,61,33,44,11
2010-07-08,28,41,58,63,2,70,0,38,73,61,81,72,47,73,54,4,81,17,55,20,24,4,48,69,99,2,31,41,3,75,42,77,69,57,90,53,23,82,56,43,51,57,35,54,44,79,56,46,26,78,34,82,100,85,86,74,88,0,84,38,82,74,19,11,75,46,0,28,44,34,34,76,21,76,25,69,0,46,68,6,35,29,41,48,85,53,44,21,0,96,22,24,45,25,46,33,48,31,60,0,36,2,66,97,60,37,71,38,63,52,79,45,25,0,17,57,0,79,67,16,24,27,70,45,37,57,70,66,52,29,73,46,41,13,54,57,26,61,28,38,52,49,74,42,28,54,92,38,68,78,80,67,10,45,11,66,2,23,27,50,34,84,26,33,33,16,15,44,9,12,47,0,38,20,0,57,27,0,22,0,90,66,27,15,43,20,61,6,55,3,6,38,63,41,29,29,48,1,42,64,3,16,38,43,28,28,36,11,24,84,27,44,25,80,20,38,59,27,32,14
2010-07-09,31,44,60,68,2,74,23,42,76,71,85,76,45,81,62,5,78,24,62,18,31,3,58,80,87,1,33,42,5,77,45,87,67,54,60,52,42,85,48,50,67,68,35,50,42,84,15,49,31,77,30,85,68,86,82,52,86,0,73,40,73,33,20,16,48,38,0,39,38,48,23,80,25,63,21,85,0,64,70,12,45,43,46,54,87,56,40,45,0,96,19,24,32,18,50,59,49,42,64,0,37,3,70,86,52,34,72,40,39,67,72,54,53,0,20,53,0,89,67,14,19,30,28,47,30,54,72,53,54,33,73,37,27,14,56,45,34,72,23,48,67,49,74,38,25,54,92,24,48,79,69,75,11,51,8,73,2,21,25,43,47,82,55,35,30,22,8,49,11,11,48,26,49,43,0,36,28,0,36,74,87,70,29,17,39,21,58,10,37,12,7,60,63,30,27,23,45,0,25,63,3,0,25,43,22,25,36,12,34,75,54,64,19,67,22,40,59,21,30,16
2010-07-10,34,56,68,76,2,89,21,40,98,89,93,100,49,86,65,6,92,23,73,28,71,5,56,74,81,1,33,46,2,82,56,78,82,88,85,60,15,97,63,46,100,76,39,34,43,84,93,46,32,83,36,89,79,89,81,78,82,0,92,74,73,33,38,20,54,48,0,49,41,74,12,93,41,65,27,65,0,52,72,11,46,52,54,76,91,69,40,71,0,89,19,29,27,34,57,67,49,37,79,0,46,3,56,63,58,45,92,20,53,68,78,57,74,0,25,67,0,100,64,21,22,39,39,56,34,72,92,44,70,36,66,48,34,18,68,32,50,82,29,61,53,44,99,45,32,44,90,10,71,99,100,65,0,57,10,82,2,25,20,47,39,94,70,42,31,38,83,54,9,9,73,0,48,14,0,62,24,0,37,0,97,62,31,20,51,25,30,10,50,10,7,13,79,58,39,47,39,1,40,56,2,10,39,52,14,37,50,18,0,82,54,50,19,66,16,43,68,54,41,16
2010-07-11,34,51,72,78,2,79,33,41,89,78,91,84,62,76,59,4,94,21,71,30,26,3,56,73,95,0,39,43,4,82,57,82,82,76,70,50,8,100,41,50,85,65,40,49,59,62,56,31,28,87,32,89,88,88,82,66,83,0,99,57,90,28,38,13,68,69,0,79,45,56,4,75,23,88,30,69,0,55,70,10,67,39,41,100,94,61,45,100,0,91,21,33,67,68,100,38,64,42,78,11,47,8,73,89,48,46,85,72,66,75,82,55,49,0,21,43,49,71,64,21,21,33,58,48,25,59,77,22,66,33,55,53,32,18,35,28,14,86,29,46,28,27,55,41,27,55,90,21,48,94,79,60,14,50,44,84,2,60,17,63,49,87,0,38,28,44,42,41,9,10,61,33,54,68,33,55,21,0,40,0,99,79,23,20,44,25,57,6,44,14,8,13,50,31,31,29,50,1,32,71,5,0,39,44,19,32,56,10,44,73,50,83,16,69,33,29,71,54,59,14
2010-07-12,27,43,53,66,2,69,18,36,76,69,79,69,46,73,51,2,78,14,52,23,43,4,39,62,69,2,35,39,28,82,38,80,55,61,57,49,33,79,54,42,65,53,33,51,56,66,27,68,26,58,33,74,76,92,88,53,86,0,86,62,75,69,19,13,24,33,0,54,49,37,6,59,29,58,24,81,0,53,68,8,71,38,53,62,92,48,42,31,0,97,24,25,34,66,72,33,50,44,73,3,39,3,50,68,33,33,73,82,41,66,60,46,33,0,17,31,0,63,68,18,17,61,86,38,27,51,62,27,46,27,73,41,21,19,45,30,26,80,27,38,28,32,100,39,16,37,100,7,34,61,76,45,20,38,7,68,2,43,23,33,31,79,13,39,23,8,0,40,9,8,40,0,40,30,48,60,26,0,20,0,87,59,17,13,39,20,48,7,45,4,8,28,52,38,29,20,44,1,41,76,6,8,28,35,10,29,40,13,8,68,36,48,16,49,32,33,61,20,58,8
2010-07-13,27,46,66,69,1,71,30,39,77,77,82,64,44,71,54,4,75,13,55,24,33,25,46,72,71,2,100,39,30,75,43,80,62,62,82,43,22,80,62,38,65,66,36,53,52,75,68,22,32,50,36,80,62,85,84,62,87,0,81,74,80,92,9,17,44,73,0,41,60,67,55,77,25,63,15,74,0,37,58,11,45,34,44,70,99,48,41,31,0,95,23,24,15,49,46,22,58,48,79,5,36,2,64,70,59,36,69,59,32,54,69,50,41,0,20,55,0,79,66,10,15,70,89,43,26,92,68,27,41,27,73,38,32,6,46,30,41,75,21,35,25,29,68,40,15,55,90,30,44,71,76,73,20,37,7,75,1,25,11,36,48,80,51,33,26,32,38,33,9,6,45,0,39,20,47,46,20,0,34,0,85,63,24,22,35,22,41,7,40,6,8,37,52,31,25,32,47,3,37,69,1,0,42,36,27,32,40,7,12,54,56,67,16,70,28,36,59,58,34,17
2010-07-14,34,46,61,65,2,70,36,41,88,76,82,76,47,75,54,3,76,6,64,28,24,46,46,67,81,2,83,42,28,72,42,82,64,67,61,41,22,78,59,53,62,76,31,45,46,67,55,11,33,72,30,78,52,88,83,59,91,0,82,54,71,48,19,14,49,43,0,41,46,48,40,57,39,48,22,82,0,55,62,10,42,42,57,75,93,46,38,21,0,95,24,17,39,66,47,16,58,44,83,3,46,3,62,66,35,51,72,37,73,82,88,51,27,0,20,81,36,81,63,12,16,67,50,37,31,75,61,54,42,32,68,41,22,26,43,35,47,81,23,46,46,29,52,37,22,57,88,60,35,74,68,58,20,38,7,70,1,21,17,30,46,81,77,27,23,20,46,37,9,6,51,24,35,50,36,59,30,53,25,0,86,80,21,14,35,21,50,6,47,6,8,9,50,24,29,19,46,0,42,66,3,31,28,33,24,32,41,11,20,67,47,66,16,58,20,28,56,20,33,12
2010-07-15,31,44,68,70,2,73,28,41,85,69,84,73,52,73,52,3,78,14,61,26,48,47,46,68,83,0,84,42,20,81,49,83,66,57,68,48,34,79,61,46,60,67,30,49,46,89,42,81,33,41,44,74,71,89,82,69,87,1,82,51,76,56,10,9,55,75,0,28,45,38,50,68,68,49,50,82,0,46,59,9,50,38,72,55,99,52,52,42,0,91,24,27,10,59,50,28,48,47,93,0,43,3,48,85,36,47,53,68,72,70,72,52,39,0,22,32,0,85,73,10,15,81,64,48,29,56,68,17,35,33,72,44,25,20,58,33,16,77,21,37,42,49,49,34,21,50,93,31,35,67,72,53,0,36,7,70,1,20,11,42,49,79,26,26,21,25,23,41,9,6,41,0,37,20,24,56,24,0,22,0,87,69,42,15,36,20,47,8,50,4,7,0,54,41,36,28,43,1,57,66,3,0,5,44,21,31,66,13,24,78,31,65,14,47,12,39,60,27,32,8
2010-07-16,30,49,66,71,3,82,32,39,90,78,84,79,46,77,59,4,78,12,63,25,66,43,46,70,88,0,57,42,43,80,54,84,63,59,90,46,18,80,57,49,65,78,28,44,57,63,59,36,31,54,41,78,67,86,80,59,86,0,93,63,72,41,20,17,47,73,0,28,50,55,72,76,100,40,63,73,0,84,66,8,40,26,100,89,92,51,43,0,0,90,20,22,31,53,38,41,62,39,81,3,41,0,60,72,34,48,71,64,39,66,70,50,18,0,23,60,0,89,63,74,15,76,42,41,33,70,73,23,35,34,71,46,22,14,48,16,95,83,26,50,33,69,30,40,17,61,87,8,24,81,79,74,0,40,8,73,1,19,16,37,59,83,96,38,25,47,57,36,10,6,51,0,40,32,13,60,23,29,39,0,88,63,29,17,37,23,53,7,55,5,8,0,58,33,20,33,46,2,51,65,1,8,30,58,15,25,38,8,13,79,61,53,22,54,22,35,58,14,46,12
