date,Stay,Bad Habits,Good 4 U,Rumors,Kiss Me More,Levitating,Industry Baby,Butter,Deja Vu,Montero (Call Me By Your Name),Save Your Tears,Fancy Like,Take My Breath,Peaches,Leave The Door Open,Essence,You Right,Happier Than Ever,Heartbreak Anniversary,Need To Know,Blinding Lights,Glad You Exist,Leave Before You Love Me,Every Chance I Get,Forever After All,Late At Night,Thot Shit,Rapstar,Traitor,Waves,Skate,Without You,Pepas,Heat Waves,Wockesha,Astronaut In The Ocean,Things A Man Oughta Know,Arcade,Lil Bit,Famous Friends,Beautiful Mistakes,Beggin',Country Again,Chasing After You,Volvi,Drinkin' Beer  Talkin' God  Amen ,We Didn't Have Much,If I Didn't Love You,Whole Lotta Money,Cold Beer Calling My Name,2055,Single Saturday Night,Motley Crew,Todo de Ti,A-O-K,Yonaguni,Wild Side,Love Again,Ain't Shit,Drunk (And I Don't Wanna Go Home),You,Memory,You Should Probably Leave,Don't Go Yet,Paralyzed,Permission To Dance,I Was On A Boat That Day,Woman,Tombstone,My Boy,Gyalis,Memory I Don't Mess With,Come Through,You Time,Get Into It (Yuh),Buy Dirt,Cold As You,Mind Of Melvin,Papercuts,Baddest,Cold Heart (PNAU Remix),SUVs (Black On Black),Straightenin,Blame It On You,AM,Hats Off,Knowing You,Over The Top,Brainwashed,my life,Thinking 'Bout You,WUSYANAME,Favorite Crime,Outside,Ball If I Want To,Next Girl,I Like Dat,Steal My Love,Repeat It,5500 Degrees,Telepatia,My Ex's Best Friend,NDA,EPMD 2,Lose,I Hope Ur Miserable Until Ur Dead,Not Sober,Happier,Twerkulator,Fiel,Rare,Best Friend,Mood,One Too Many,Getting Older,Billie Bossa Nova,Oxytocin,I Didn't Change My Number,Way Less Sad,Lost Cause,Halley's Comet,My Future,Build A Bitch,From The Garden,Working,Wants And Needs,Settling Down,Gone,Red Light Green Light,Better Believe,Lick Back,Ski,Brutal,Minimum Wage,Holy Smokes,Still Chose You,Drivers License,Tell The Vision,pov,Bout A Million,Woo Baby,Mr  Jones,More Time,Manslaughter,Demeanor,transparentsoul,Am I The Only One,30,"Jealousy, Jealousy",Calling My Phone,Breaking Up Was Easy In The 90's,The Jackie,Follow You,Volando,4 Da Gang,De Museo,Wasting Time,All I Know So Far,Miss The Rage,Track Star,Renegade,Cry No More,Made For You,Having Our Way,What's Next,Enough For You,Juggernaut,Tell Em,Lemonhead,Lumberjack,Almost Maybes,Hot Wind Blows,Corso,I Don't Do Drugs,Sir Baudelaire,Sweet / I Thought You Wanted To Dance,Massa,RunItUp,Manifesto,Wilshire,Rise,What You Know Bout Love,Time Today,Up,Beat Box,Nobody,No Return,No More Parties,Quicksand,Gang Gang,Pick Up Your Feelings,Avalanche,We're Good,pride is the devil,Still Runnin,How It Feels,Black Hearted,Painting Pictures,Modern Day,Toxic,Solar Power,Malibu,Type Shit,Clueless,Voice Of The Heroes,Heart Of A Giant,Party Lyfe,Go Part 1,Epidemic,Boom,2040,"1 Step Forward, 3 Steps Back",Bloody Canvas,Who I Want,Back In Blood,Still Hood,Okay,Man Of My Word,Medical,Rich Off Pain,Lying,Snowflakes,That's Facts,Your Power,Please,Up The Side,Hope Ur OK,If You Want To,Seeing Green,The Good Ones,Hell Of A View,On Me,Killer,amari,Maybach,Goosebumps,Solid,Hello,The Business,95 south,Drankin N Smokin,Hold On,Wasted On You,Botella Tras Botella,Sun Goes Down,interlude,applying pressure,Streets,100 mil',let go my hand,24 Hours,punchin' the clock,the climb back
2021-06-13,89,5,55,15,84,64,0,38,79,48,53,5,8,76,58,68,74,2,60,65,71,41,69,38,60,44,47,74,56,81,13,86,12,52,48,66,52,75,88,50,55,28,60,73,4,24,83,8,15,43,30,44,8,62,12,17,12,69,10,0,84,82,10,0,68,0,33,67,33,80,14,0,62,83,1,54,63,0,2,69,0,0,33,36,93,37,77,21,13,83,46,0,52,92,0,47,47,40,49,0,59,43,37,0,93,0,7,24,28,65,91,23,93,64,14,0,19,0,58,16,2,78,37,74,69,80,82,80,48,16,21,85,57,70,16,0,54,1,55,9,6,74,71,40,30,0,5,44,45,75,17,45,95,26,62,78,16,16,28,41,61,36,79,65,71,30,33,39,4,43,47,0,84,0,0,0,72,0,44,30,70,41,71,79,53,65,77,53,76,79,18,23,65,4,8,80,49,46,45,91,39,94,52,48,15,59,11,21,28,80,67,0,82,71,36,18,89,23,50,19,86,39,64,32,73,65,11,77,6,56,52,86,38,5,65,68,80,65,67,9,31,78,45,53,18,9,6,89,45,4,55,0,5
2021-06-14,83,5,49,15,66,59,0,33,68,49,46,4,8,64,51,62,77,1,55,68,54,62,39,41,46,51,36,62,46,82,12,83,9,49,43,55,47,63,55,47,44,27,29,33,4,0,25,4,7,32,56,18,7,48,11,15,9,51,6,46,79,87,18,0,56,0,56,59,35,69,9,0,69,79,0,39,66,6,1,60,0,0,16,28,91,37,86,22,22,75,33,0,53,90,0,45,18,24,50,0,48,0,40,0,92,0,4,23,20,61,78,21,82,57,10,0,19,0,48,17,0,89,31,70,78,88,49,69,46,22,46,72,51,89,13,8,86,3,49,0,5,52,76,50,28,0,7,45,16,100,22,42,80,25,30,67,12,16,27,35,58,7,90,48,75,36,31,40,6,34,42,1,93,1,0,0,80,0,51,43,64,88,54,74,42,49,61,34,68,67,54,19,79,2,59,85,35,41,37,80,34,81,25,33,10,30,19,25,29,75,73,0,46,80,47,38,84,52,85,28,83,39,57,29,83,71,13,89,6,55,23,70,50,5,54,55,89,70,86,10,0,80,34,47,13,6,4,79,52,1,53,3,3
2021-06-15,80,5,44,15,61,56,0,34,66,48,40,6,7,61,50,61,74,1,49,62,47,21,45,60,70,46,30,55,45,78,11,81,11,57,45,50,36,60,73,53,46,27,38,26,3,0,25,0,10,19,57,22,4,48,0,13,11,57,8,46,78,87,18,2,57,0,19,58,29,77,15,0,72,82,1,39,37,0,1,54,0,0,18,55,89,37,89,20,19,75,22,0,57,88,4,40,24,18,70,0,48,0,35,0,91,0,4,26,20,76,78,21,84,67,11,0,17,0,40,15,3,78,25,59,80,92,86,80,50,23,15,69,51,86,8,3,80,2,49,0,3,36,82,50,34,19,6,47,16,82,30,37,86,26,65,59,16,15,25,48,58,32,79,42,69,32,35,45,5,41,21,3,85,1,0,0,82,0,52,48,64,57,39,75,34,47,80,51,93,68,37,18,74,4,36,87,25,69,42,86,32,84,36,25,13,57,9,24,30,74,89,0,39,64,51,22,79,36,87,17,83,37,14,29,89,59,12,84,7,51,60,68,71,4,60,52,88,72,86,9,42,75,54,41,15,8,2,74,56,2,53,3,5
2021-06-16,79,6,43,15,64,60,0,34,76,38,39,10,7,62,50,62,79,1,50,59,52,26,51,34,47,43,29,51,47,80,11,80,13,61,50,57,32,61,65,54,52,36,41,43,3,65,0,4,6,72,53,40,10,45,11,13,10,65,9,0,81,90,24,0,52,0,15,58,33,75,15,85,75,81,0,32,64,0,1,46,0,13,28,47,93,57,87,25,19,75,39,0,54,84,0,37,37,13,47,0,58,39,31,0,91,0,11,25,14,100,80,21,86,56,14,0,16,0,78,14,5,71,33,53,81,91,33,73,55,20,27,73,51,92,14,3,82,3,46,0,7,46,75,63,33,20,7,47,24,72,30,37,93,26,36,72,17,17,21,36,60,29,86,27,72,33,27,38,10,100,21,0,94,0,0,0,80,0,54,47,67,63,40,76,65,45,63,29,51,67,44,15,76,2,37,73,25,52,38,86,33,78,11,26,9,35,0,25,28,76,79,42,40,71,38,39,84,31,86,17,86,37,44,29,85,65,8,91,4,58,14,69,89,6,54,53,91,75,86,8,0,75,44,36,14,7,4,79,55,4,53,3,6
2021-06-17,78,5,51,15,63,57,0,32,68,35,43,12,7,64,55,62,74,1,52,56,60,48,63,35,80,43,35,51,46,85,11,82,15,59,30,57,32,63,62,57,51,40,30,30,5,22,51,4,7,0,59,31,7,47,22,13,11,53,7,48,80,91,21,0,55,0,42,59,26,77,11,0,67,86,2,36,40,0,1,71,0,0,12,62,89,43,75,23,14,78,100,0,63,82,4,36,18,7,68,0,51,20,33,0,88,0,9,26,18,85,78,21,85,62,11,0,18,0,45,16,2,89,35,69,82,100,38,69,62,17,27,71,56,88,13,3,77,2,44,0,4,50,79,52,32,40,6,47,41,76,38,39,81,27,10,75,10,10,24,40,58,55,89,42,74,34,26,38,3,91,33,1,86,1,0,0,81,0,56,51,65,69,35,75,45,48,81,33,58,69,38,14,66,2,67,83,25,41,43,86,30,80,26,27,8,19,15,19,34,74,92,28,25,87,40,45,82,32,84,23,83,37,44,27,94,63,10,88,7,60,43,70,100,6,61,57,89,73,85,10,29,76,38,39,15,9,4,78,54,5,50,6,3
2021-06-18,82,7,52,17,68,57,0,32,70,54,48,13,7,67,53,62,72,1,51,47,64,22,73,36,51,48,31,63,52,81,11,79,11,62,33,59,44,67,71,57,60,46,53,48,6,0,26,0,8,54,43,32,7,53,17,13,14,57,7,0,79,82,34,2,46,0,27,59,66,83,12,0,76,82,0,37,57,0,3,70,0,0,10,88,91,56,68,21,10,77,35,0,59,80,70,43,32,20,56,0,51,100,33,0,80,0,6,27,21,73,78,22,87,69,13,0,19,0,46,11,4,87,30,41,74,83,64,70,42,14,40,68,52,86,16,0,72,1,47,0,4,47,75,40,26,0,5,45,50,81,24,36,96,22,47,80,12,16,28,42,52,19,90,20,75,29,28,47,3,70,67,1,84,1,0,0,84,0,55,47,64,44,56,75,64,57,74,40,60,70,51,14,63,3,77,81,12,42,44,89,28,83,20,27,8,24,25,23,24,75,67,29,26,79,39,63,83,27,75,36,75,28,45,30,84,63,10,86,7,43,54,74,80,26,64,61,85,68,75,17,15,79,42,38,13,9,6,82,55,2,51,0,5
2021-06-19,79,6,55,17,85,68,0,38,82,43,55,15,9,79,53,69,79,1,50,48,73,48,56,48,43,48,25,60,56,83,13,85,14,59,39,73,85,75,83,61,66,55,61,31,3,25,0,4,12,45,49,36,8,51,25,12,12,75,13,0,79,84,14,2,62,0,69,69,37,83,26,0,72,81,3,35,46,0,5,51,0,0,18,70,87,64,81,26,21,86,30,0,51,86,95,54,26,21,55,0,47,0,27,0,79,0,8,30,29,69,92,23,89,59,15,0,14,6,56,12,6,74,37,58,72,96,100,76,50,19,31,78,56,72,22,3,51,1,54,0,2,63,74,44,31,23,7,42,65,80,17,44,79,21,64,67,11,22,20,40,59,25,90,35,64,36,41,37,3,67,25,0,86,5,0,0,81,0,45,30,68,42,58,78,55,70,67,31,80,77,69,16,55,4,77,77,19,42,47,95,24,94,17,39,12,9,17,29,23,82,56,32,31,91,39,51,88,30,51,33,80,26,50,29,76,61,11,77,7,56,65,83,80,16,79,69,79,66,66,17,66,74,50,47,22,8,7,98,55,2,60,3,5
2021-06-20,79,6,54,16,77,62,0,42,69,40,47,16,9,82,50,63,73,1,48,52,74,54,56,51,76,58,25,46,56,82,13,86,8,50,37,63,48,73,83,44,56,55,51,38,5,25,57,4,7,37,41,46,7,48,13,13,18,68,8,54,85,83,24,0,46,0,39,67,41,80,15,32,67,82,1,41,33,0,3,60,0,0,18,86,95,51,80,25,24,90,32,0,51,81,53,53,65,22,51,0,60,0,29,0,85,0,3,29,15,66,97,22,88,55,8,0,13,0,33,14,2,82,37,69,72,85,95,77,56,11,53,84,60,74,21,3,51,3,49,0,5,68,69,42,27,23,7,43,28,89,35,64,94,31,58,71,13,13,18,52,65,17,89,32,78,31,36,44,4,55,49,0,79,2,0,0,74,0,41,27,69,42,62,74,58,70,68,37,68,74,68,14,58,2,76,86,22,36,68,91,25,88,15,30,9,18,17,25,25,77,66,16,28,85,23,63,89,36,48,46,83,27,17,28,75,62,9,80,7,72,48,80,70,10,85,69,75,69,60,10,65,71,67,52,21,8,7,79,52,3,53,3,6
2021-06-21,81,9,51,19,59,55,0,31,67,26,41,14,8,61,42,64,78,1,47,59,53,53,43,35,57,40,30,53,48,78,14,81,11,60,35,54,37,64,52,43,41,49,36,17,4,0,25,4,7,7,56,40,6,43,17,12,10,55,8,0,79,87,6,2,60,0,4,58,31,76,13,0,64,80,0,42,31,0,0,58,0,0,28,57,95,43,73,24,14,74,28,0,52,79,60,39,28,25,53,0,61,20,33,0,90,0,6,26,15,64,80,20,84,67,11,1,18,0,62,13,4,67,28,58,80,91,54,64,47,17,31,74,48,86,7,0,85,2,56,0,5,42,76,44,37,0,8,46,57,65,8,48,79,23,26,70,14,11,21,57,55,48,84,21,72,30,25,40,1,54,32,0,84,0,0,0,77,0,51,50,66,48,38,77,58,51,67,19,65,68,44,14,65,5,60,74,10,39,47,86,31,74,22,28,6,16,10,28,28,75,82,14,25,79,42,28,85,42,87,41,80,34,15,32,84,64,10,80,5,62,19,71,47,7,82,59,88,71,83,9,43,72,38,40,15,6,4,73,57,3,50,0,3
2021-06-22,80,10,53,19,73,53,0,34,69,32,42,18,7,69,45,60,78,1,53,58,62,37,58,70,55,45,29,53,43,78,12,79,9,47,53,59,32,62,69,47,43,54,34,47,3,22,25,4,7,20,53,31,6,50,17,10,12,58,9,48,80,92,15,6,63,0,38,57,29,71,21,0,81,81,1,33,60,0,1,69,0,13,16,67,93,49,89,21,8,72,51,19,54,79,64,45,37,7,49,0,51,20,32,0,89,0,2,27,22,65,77,20,81,54,12,0,18,0,45,11,2,68,26,55,82,81,55,68,56,17,23,69,51,90,13,0,79,1,50,4,3,45,77,39,34,20,6,49,41,63,23,46,82,21,36,73,14,11,22,48,50,48,93,21,68,32,39,51,5,47,22,0,86,1,0,0,79,0,50,43,68,59,44,78,50,51,74,33,86,68,49,15,72,4,75,62,7,26,39,80,51,71,11,24,7,8,15,35,28,73,93,28,15,66,39,39,84,42,86,41,86,37,59,29,87,74,7,80,4,50,33,71,38,13,68,63,89,76,85,9,0,77,29,40,19,10,5,80,52,3,50,6,2
2021-06-23,79,8,47,17,63,51,0,31,67,52,43,18,6,59,45,61,76,1,53,56,52,47,51,36,51,47,32,48,42,73,11,80,11,53,59,52,47,60,74,32,34,52,27,49,3,43,25,4,9,26,47,35,3,45,22,10,12,59,9,46,75,88,24,0,59,0,41,56,31,70,15,0,74,81,1,34,48,0,3,48,0,0,30,42,86,50,74,23,13,74,61,13,54,77,72,36,54,13,58,0,50,0,40,0,89,0,10,32,17,64,74,20,85,69,11,0,18,5,40,11,4,88,29,54,76,71,53,66,37,15,34,69,53,88,9,8,74,2,50,0,3,35,83,66,25,58,8,46,32,80,37,39,87,23,55,70,12,13,24,38,49,36,92,37,77,28,32,39,4,40,11,0,80,1,0,0,76,0,46,50,67,57,40,72,56,53,70,36,71,65,75,14,66,3,81,64,10,28,35,79,35,75,13,27,6,11,5,18,25,74,70,0,22,73,40,27,79,31,81,11,79,28,72,26,85,52,7,78,4,50,42,69,35,10,66,56,88,73,80,9,28,79,34,36,13,8,2,75,45,3,47,3,3
2021-06-24,82,11,49,18,75,55,0,33,72,30,42,26,6,63,57,61,78,1,55,59,57,22,54,33,62,43,42,61,44,86,11,84,17,63,47,56,66,62,73,54,46,57,69,48,4,22,26,0,11,34,60,46,4,45,6,11,15,59,13,0,83,91,25,0,59,0,62,59,30,77,16,29,73,83,10,47,83,0,5,63,0,0,33,39,91,41,84,21,30,80,54,15,52,79,56,40,69,34,69,0,57,0,36,0,84,0,5,30,15,71,77,20,85,48,10,0,23,0,76,10,4,74,28,61,80,75,86,71,41,16,20,70,59,92,18,0,74,3,54,0,8,53,88,54,28,41,6,47,25,65,31,41,90,20,63,64,13,17,22,47,56,30,99,29,90,36,39,39,11,46,44,3,84,14,5,24,75,3,49,45,75,44,47,75,55,58,68,38,94,67,56,14,59,4,100,83,11,38,39,84,31,76,16,31,5,8,10,16,32,75,73,14,13,80,42,40,87,70,84,18,85,36,45,26,87,60,10,81,5,51,49,70,36,8,69,63,91,74,84,10,30,77,30,34,15,7,5,82,52,3,53,0,7
2021-06-25,84,100,50,19,72,60,0,33,70,46,42,26,8,73,52,68,98,1,46,55,65,50,70,47,73,53,37,53,46,82,11,79,14,56,31,64,56,70,83,46,55,72,52,49,4,0,0,0,9,21,61,42,8,46,18,10,16,64,100,0,81,86,26,0,50,0,44,60,34,74,22,30,71,83,100,40,52,0,4,71,0,0,10,25,91,52,70,18,11,85,53,100,44,77,63,38,78,19,75,0,51,0,34,0,78,0,5,30,21,66,78,21,94,60,9,0,17,0,65,12,0,77,23,42,76,75,75,72,70,18,37,77,54,88,19,0,75,4,53,4,10,45,82,100,32,0,12,47,51,72,32,43,87,18,38,70,16,21,27,40,52,19,89,27,73,31,100,45,100,64,45,100,92,100,100,100,80,100,62,100,76,50,43,74,44,60,70,40,89,71,58,13,70,3,71,89,19,43,32,86,28,82,9,27,7,4,15,30,27,82,75,15,26,83,35,35,83,50,76,6,85,30,31,28,86,62,10,88,4,45,45,75,36,7,76,55,88,77,83,9,15,76,34,39,15,8,6,90,40,5,55,3,4
2021-06-26,87,74,48,18,90,65,1,38,72,54,49,27,9,82,53,70,90,1,49,52,66,74,64,77,46,54,41,51,48,84,14,87,19,51,45,63,55,80,91,49,53,77,39,78,5,0,59,4,6,53,49,52,6,52,13,11,14,66,59,55,84,86,25,0,58,0,44,66,75,84,15,33,87,83,86,40,44,0,3,71,0,0,13,71,93,52,80,22,27,90,39,84,44,85,67,45,64,7,61,0,55,23,35,0,85,0,1,32,17,65,91,23,97,54,14,0,17,6,43,10,0,63,31,66,71,59,77,85,69,13,32,87,58,76,21,6,55,1,54,0,5,48,87,59,16,23,8,44,28,58,9,57,81,24,59,73,15,18,26,35,59,38,96,26,84,29,68,41,50,59,100,67,90,34,55,83,77,63,56,67,74,18,62,77,68,77,73,49,70,77,44,16,56,3,78,62,9,50,34,87,27,96,12,40,5,4,6,18,26,85,59,49,12,81,35,39,93,43,55,34,80,26,17,26,77,58,6,87,5,75,27,87,41,6,82,67,86,75,64,15,33,80,81,48,15,7,5,87,57,8,57,0,3
2021-06-27,89,62,50,17,83,68,0,40,69,47,44,37,8,86,51,70,84,1,43,57,66,42,72,45,80,46,36,54,49,83,14,85,15,65,42,60,43,76,81,34,60,83,25,65,4,100,0,4,11,45,46,36,14,44,13,11,14,64,41,0,84,85,14,0,66,1,56,70,44,92,24,0,72,85,64,54,74,0,1,60,0,0,24,65,95,52,66,21,20,88,32,42,51,91,41,45,35,14,46,0,49,0,34,0,89,0,7,30,16,65,88,22,96,54,10,0,19,0,66,9,0,76,30,67,69,59,67,80,87,17,22,91,60,73,13,3,51,1,54,0,11,38,77,48,27,0,8,44,19,57,26,51,84,25,70,76,10,17,33,48,61,29,84,18,76,30,72,42,24,50,62,37,84,44,26,27,72,43,47,66,72,61,67,79,52,78,54,42,85,77,44,15,69,4,43,68,12,41,41,90,24,92,22,34,5,13,11,32,24,80,75,16,28,82,35,45,85,30,51,20,81,29,84,28,75,55,7,74,5,62,38,85,39,6,67,100,87,73,61,9,16,76,30,48,21,8,4,89,49,2,60,0,2
2021-06-28,85,54,42,21,64,58,0,33,62,59,34,25,9,69,75,62,85,1,43,61,51,64,45,100,53,48,36,45,47,77,11,80,12,73,72,50,59,61,45,37,42,73,32,61,3,22,0,4,6,26,55,23,6,36,17,9,10,57,35,0,78,85,6,0,51,1,34,60,27,75,17,29,76,81,60,60,38,0,3,63,0,26,44,38,95,43,84,22,15,74,37,39,48,87,66,38,31,53,57,0,49,20,42,0,90,0,4,30,59,63,78,21,87,56,9,0,18,0,41,9,7,86,22,47,80,60,42,68,61,20,28,75,50,91,13,3,85,5,52,0,6,34,73,42,29,80,5,50,8,58,23,50,89,25,36,62,15,13,23,44,55,33,87,23,65,27,48,43,19,46,55,26,90,20,13,0,73,24,47,72,66,59,40,73,57,56,66,41,86,64,61,13,60,2,83,84,11,33,25,87,26,81,63,27,6,8,10,35,29,77,81,0,15,78,43,28,87,48,88,18,82,28,0,29,90,66,7,82,5,59,33,75,46,6,56,56,90,82,85,11,15,78,30,33,16,7,3,77,54,1,50,3,5
2021-06-29,84,50,40,21,62,60,0,35,60,47,40,28,6,70,58,62,88,2,47,60,62,64,62,75,30,56,32,50,41,75,10,81,12,83,30,51,32,61,54,47,43,74,38,37,4,0,25,0,10,26,67,27,8,43,17,9,12,65,28,0,80,84,9,2,50,2,15,59,27,74,29,29,71,83,32,42,61,0,1,57,0,0,37,62,93,50,81,22,8,77,42,25,43,85,67,42,69,12,64,0,49,0,50,0,91,0,9,28,31,60,77,20,86,62,10,0,17,0,54,9,4,88,21,62,81,52,67,68,72,21,35,71,51,90,11,0,83,0,50,0,4,44,80,54,39,40,5,55,25,63,15,39,84,23,62,68,14,13,23,44,57,11,83,21,70,31,51,41,12,48,43,26,87,20,7,24,70,14,50,67,65,43,49,76,46,53,83,33,68,69,77,13,62,3,90,80,11,40,33,82,25,72,41,26,5,12,5,6,27,78,79,0,10,88,33,34,82,95,88,17,90,27,15,29,86,52,7,77,5,67,29,74,32,5,59,55,92,78,81,6,14,79,24,36,14,7,10,81,52,2,52,0,3
2021-06-30,80,47,43,18,62,58,0,33,69,44,39,27,5,63,55,65,85,2,45,51,59,37,74,40,58,49,35,45,52,80,11,85,12,73,100,51,64,63,74,47,42,74,54,37,4,22,51,4,8,7,49,36,8,41,39,9,10,57,23,0,81,85,21,0,43,1,54,60,35,74,21,29,79,82,34,29,41,0,4,66,0,0,35,62,92,46,76,20,12,75,69,28,47,81,73,39,43,20,68,0,45,20,50,0,86,0,2,32,28,70,79,21,87,57,8,0,20,0,46,8,7,83,25,61,77,53,59,67,93,20,43,73,52,88,15,11,82,2,50,8,6,46,78,42,30,100,5,83,25,61,54,44,82,25,67,64,43,17,23,39,56,26,90,20,94,36,47,41,21,48,22,23,89,24,8,0,72,17,49,50,63,27,38,75,38,50,74,33,66,68,77,15,57,4,98,75,12,27,35,80,29,80,17,25,3,4,5,9,24,77,91,0,20,82,40,17,81,42,85,29,83,39,74,29,86,61,11,80,4,72,24,74,31,5,55,64,87,80,81,8,29,79,50,22,14,7,3,83,58,5,50,3,3
2021-07-01,82,53,44,20,62,60,0,33,67,49,41,30,6,75,58,62,81,2,40,51,59,47,54,78,49,55,42,43,47,72,11,84,14,66,62,52,63,63,86,46,48,72,41,56,4,0,0,11,9,39,68,44,6,41,28,9,12,62,19,0,82,85,27,0,86,2,45,60,28,72,30,0,83,80,25,41,62,0,3,71,0,0,25,70,91,56,84,24,10,76,52,25,42,81,56,37,61,18,50,0,51,0,37,0,85,0,5,30,21,67,80,21,87,59,12,0,17,0,57,8,0,83,25,66,79,52,58,65,98,13,35,75,50,100,14,3,82,1,49,0,5,36,80,42,37,20,7,61,48,56,23,38,85,20,46,68,100,11,23,32,55,58,85,15,72,30,46,41,16,43,85,20,86,15,8,12,69,10,40,55,63,47,38,74,43,55,69,27,56,73,49,14,54,2,44,85,9,30,34,79,23,79,19,20,6,4,0,25,25,83,80,41,10,71,36,28,79,26,82,23,80,34,29,27,85,71,10,84,5,64,37,75,32,5,48,59,87,87,72,7,28,75,17,34,12,7,8,77,57,3,52,0,3
2021-07-02,81,53,44,20,66,59,0,35,72,43,43,32,6,75,46,66,79,3,45,49,67,50,67,93,75,49,31,50,47,77,12,81,16,73,70,52,50,67,48,41,43,77,49,38,4,0,26,0,7,61,55,0,5,39,46,9,12,67,27,0,80,83,13,0,65,3,32,59,52,77,12,0,79,81,19,32,53,0,4,67,0,0,31,40,87,50,83,25,20,77,65,27,68,76,56,38,64,26,51,0,55,40,30,0,76,0,5,29,21,63,82,20,84,51,12,0,17,0,69,7,2,79,22,52,76,45,81,72,85,9,44,76,55,86,15,3,75,0,50,0,10,44,80,43,38,62,25,48,59,65,45,42,83,23,48,63,40,16,27,100,100,92,78,9,75,29,49,51,17,45,12,17,86,7,3,12,72,21,41,66,66,44,49,75,59,58,57,42,73,72,49,14,63,4,62,78,6,46,35,81,23,83,22,22,5,8,5,23,21,91,66,29,15,82,27,35,82,55,77,18,77,34,30,25,80,61,14,77,5,47,30,80,31,4,58,62,81,75,75,12,30,75,43,34,16,7,4,80,54,4,53,0,0
2021-07-03,85,60,47,21,74,62,0,38,71,44,51,43,6,84,61,72,81,2,46,46,73,49,96,87,44,59,30,56,54,80,13,83,18,51,30,62,56,76,96,55,61,83,53,63,5,0,29,0,10,0,39,26,8,42,19,10,15,67,31,55,85,85,28,0,59,2,57,68,65,86,22,0,78,83,32,47,60,0,1,50,0,0,32,61,92,46,71,19,29,85,55,26,76,82,84,45,100,15,59,0,50,44,25,0,80,0,8,30,31,60,91,22,96,53,12,1,16,0,67,11,2,77,25,59,70,40,76,77,100,18,27,91,57,75,14,3,53,3,57,0,2,55,74,49,35,23,65,46,76,73,34,60,86,24,59,74,35,15,25,69,81,51,80,11,87,33,46,33,7,52,40,9,92,12,2,28,73,12,41,37,98,50,80,79,41,65,53,38,56,84,61,16,64,2,35,81,9,41,28,90,23,100,13,31,5,9,0,22,22,97,68,0,9,70,38,32,87,31,54,13,86,33,34,27,76,70,10,80,5,49,28,89,37,4,64,70,85,77,67,20,17,72,54,44,18,9,5,86,55,1,60,0,4
2021-07-04,88,56,48,18,71,60,0,40,72,66,46,34,8,90,66,72,84,1,45,49,64,38,77,79,44,47,35,48,59,85,13,87,17,56,46,61,69,77,68,50,52,96,44,68,3,52,0,5,10,16,42,21,6,46,33,11,17,77,32,56,84,83,25,5,65,2,86,68,37,88,40,34,71,87,21,30,71,0,2,69,0,0,41,45,98,37,87,24,11,86,54,19,78,87,81,43,36,22,44,10,55,0,22,0,85,0,13,30,22,66,96,22,96,64,13,0,19,0,73,10,4,78,28,59,71,33,58,81,74,18,9,99,62,69,19,7,51,4,57,0,5,55,76,37,40,24,100,45,39,65,51,57,78,26,55,82,35,20,21,47,71,100,86,18,73,29,50,40,13,51,13,16,87,16,10,42,74,0,43,35,92,50,64,79,54,73,70,25,71,84,31,14,57,1,18,81,11,39,46,89,23,92,13,29,8,14,0,19,25,100,64,33,3,72,36,60,85,56,52,7,93,26,17,28,76,56,7,82,5,40,23,100,39,5,70,68,82,72,59,10,17,73,45,45,22,10,7,93,45,3,55,0,4
2021-07-05,83,45,44,19,66,53,0,34,69,25,38,33,6,73,48,63,75,1,37,51,52,39,72,65,55,49,26,38,51,76,11,79,16,49,53,49,50,66,69,40,41,84,33,39,4,0,27,4,8,34,44,47,8,38,12,9,15,61,34,0,80,84,16,0,63,2,52,59,39,69,40,0,65,78,23,55,51,0,5,65,0,0,46,55,95,45,74,100,9,79,65,16,68,79,64,41,39,7,51,0,46,40,22,0,80,0,9,27,20,63,84,20,84,48,10,0,15,0,56,8,2,83,20,54,74,35,51,70,64,14,49,84,61,77,15,0,66,13,54,0,6,40,75,46,26,21,61,48,34,50,23,45,85,27,37,70,25,14,17,48,67,38,89,10,82,30,40,33,14,50,36,13,96,15,9,12,74,7,45,42,72,28,51,75,41,54,73,28,69,76,66,13,58,2,47,93,11,44,33,79,20,74,11,26,4,4,5,33,23,85,62,0,10,84,30,29,80,39,76,6,84,32,31,28,82,58,7,82,5,45,10,78,33,4,55,62,85,76,79,10,15,73,34,37,13,8,4,77,50,4,48,0,2
